Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label_x,Sentiment,Sentiment Score
Stfu you taking all this shit and I still make more money than you do you broken depression pussy ass bitch,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be expressing frustration or anger rather than hate or racism,Hate,Negative,-0.9604
Still waiting on a 'favorite for me to inbox you about blablah' from some bitch i dont know. You got my favorite dumb skank wheres my DM,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on personal frustration rather than racial animus,Hate,Negative,-0.2732
Stories of #refugees who succeeded against all odds  via @user #WithRefugees @user @user @user @user @user @user @user,No,the tweet discusses refugees and their successes without any mention of race or negative sentiment towards any group,No,there is no indication of hateful or racist motivation in the content of the tweet,Non-hate,Positive,0.4215
"Strange bed partners?  Immigrant fire fighters tackle the Carr fire in a county that voted to become a ""NON sanctuary zone""...  Here's the article by LA Times:  xhttp://www.latimes.com/local/lanow/la-me-immigrant-firefighters-20180801-story.html",No,the tweet does not contain racial hate speech against People of African Descent it discusses immigrant firefighters without any derogatory language or racial slurs,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be sharing information about a news article without expressing animosity,Non-hate,Negative,-0.7003
Sudan - Christian children 'forced to recite Islamic prayers' in order to receive food in Sudan refugee camps....,No,the tweet does not contain racial hate speech against People of African Descent it discusses a situation affecting Christian children in Sudan without targeting any racial group,Yes,the author's motivation appears to be highlighting an injustice rather than expressing hate or racism,Non-hate,Negative,-0.4588
Sweden Inc. sounds alarm as election signals jobs clampdown on immigrants,No,the tweet does not specifically mention or target People of African Descent or any racial group,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism,Non-hate,Negative,-0.34
Sweden needs to clean house. Who cares what people say or think. There are getting destroyed just to show tolerance. #sendthemback,Yes,the phrase clean house implies a need to remove certain groups and the hashtag sendthemback suggests a desire to expel people often associated with racial or ethnic backgrounds,Yes,the tone and language used indicate a motivation to promote exclusion and intolerance towards specific groups,Hate,Positive,0.5719
Sweden: Four African migrants rape disabled woman vaginally and anally,Yes,the tweet contains racial hate speech as it explicitly identifies the perpetrators by their race in a context of a violent crime which perpetuates negative stereotypes about Black people,Yes,the author's motivation appears to be hateful as the framing of the tweet aims to incite anger and prejudice against a specific racial group,Hate,Negative,-0.6908
Syrian migrant arrested for raping 13-year-old Swedish girl,No,this tweet does not contain racial hate speech against People of African Descent Black people it refers to a Syrian migrant and does not target Black people specifically,No,the author's motivation for writing the tweet is not explicitly hateful or racist it appears to report a crime without clear intent to promote hate,Hate,Negative,-0.836
Syrian refugee: Austrians should take refugees in their homes and give them their money,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to advocate for refugee support without targeting any specific racial group,Non-hate,Neutral,0.0
THE RAM: Make sure you get your hands on #TheRam for tomorrow's local derby against @user Full details 👉 #dcfcfans,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet appears to be informative and related to a sports event,Non-hate,Positive,0.3182
Talent- Making people feel way more comfortable with me than they should be,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is vague and does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist it appears to express a personal sentiment rather than a discriminatory viewpoint,Non-hate,Positive,0.7501
Tbh if you do something that will make me look dumb tonight I deserve it tbh I’ve been a asshole to you and I’ll just a dick 😔💔🙇🏽,No,this tweet does not contain racial hate speech against People of African Descent Black people it appears to be a personal expression of regret and self-reflection,No,the author's motivation for writing the tweet is not hateful or racist the focus is on personal relationships and feelings rather than race,Non-hate,Negative,-0.6369
Texas should exercise its full state powers to make sure that immigrant children in federal detention are treated humanely.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses the treatment of immigrant children in federal detention without any racial context or derogatory language,No,the author's motivation for writing the tweet does not appear to be hateful or racist the focus is on humanitarian treatment rather than any form of discrimination or hate,Non-hate,Negative,-0.0516
"Thank you for the birthday wishes! And for everyone who donated to help the immigrant children a horrible limbo right now. I was lucky enough to spend the day with people I love, including my own children. Ty ❤❤❤",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be positive and supportive towards immigrant children without any hateful or racist intent,Non-hate,Positive,0.9771
That bitch is a Grade A whore!,No,the tweet does not specifically reference race or indicate any racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as it does not target a specific racial group,Hate,Negative,-0.8553
The BIGGEST SECRET Hidden in Plain SIGHT - The ROCKS were ALIVE - YouTube,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not mention race or any related topics,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a conspiracy theory or a sensational claim without any racial context,Non-hate,Positive,0.516
The German Government Pays for 3 Week Vacation for Refugees to Go Home To the very places they are seekibg asylum from...,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not specifically target any racial group,Yes,the author's motivation for writing the tweet appears to be critical of government policies regarding refugees rather than expressing hate or racism,Non-hate,Neutral,0.0
The Supreme Court decided to sidestep an abortion dispute between the Trump administration and ACLU lawyers over a young immigrant woman who ended her pregnancy via  @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses a legal issue without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a Supreme Court decision and does not express any animosity towards any group,Non-hate,Positive,0.2263
The Trump administration wants to target legal immigrants who use programs like Obamacare — and potentially block ...,No,the tweet does not mention race or make any derogatory comments about Black people,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism,Non-hate,Neutral,0.0258
"The budget of the armys in several countries of the region will say, who is able to react. Its only important, if USA or Russia are involved, if an adventure goes in a new round, which undertakes us.",No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses military budgets and international relations without any discriminatory language or intent,Non-hate,Positive,0.4767
The first time you sleep with a dude with a big dick... And again after he cuts you off,No,this tweet does not contain racial hate speech against People of African Descent it focuses on a sexual experience without any racial context or derogatory implications towards any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a personal anecdote or expression rather than an attack on a specific racial group,Non-hate,Negative,-0.6705
"The imminent threat for Rohingya refugees is the likelihood that the Cox’s Bazar area will be hit by a cyclone or comparable high winds and storm-surge flooding,",No,The tweet does not mention or target People of African Descent in any way,No,The author's motivation appears to be informative and focused on the safety of Rohingya refugees without any hateful or racist intent,Non-hate,Negative,-0.5267
The intersection of immoral #immigration enforcement and an unfair #CampaignFInance system. Justice and fairness ought to be nonpartisan ideals.,No,the tweet does not contain any racial hate speech against People of African Descent it discusses immigration enforcement and campaign finance without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it advocates for justice and fairness in a political context,Non-hate,Negative,-0.2263
The issue of #humantrafficking came back to the forefront following death of #Indonesian maid in #Malaysia @user @user @user @user @user,No,the tweet does not contain any references to racial hate speech against People of African Descent Black people,No,the author's motivation appears to focus on a specific issue related to human trafficking rather than expressing hate or racism,Non-hate,Negative,-0.5994
"The people that PRETEND to have compassion and caring for these ""children"" migrants (Most are adults), could care less all the children murdered by Western ""intervention"" (aka invasions). BEWARE OF LIBERALS BEARING COMPASSION",No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation seems to be a critique of political views rather than a hateful or racist sentiment,Non-hate,Positive,0.765
The policy should be very simple:1. Refugees are not welcome other than for a handful of individuals every year. 2. Economic migrants who have no automatic right to be in this Country are not welcome at all.3. Humanitarian help can happen through international charities.,No,This tweet does not contain any language or sentiments that specifically target or express hatred toward People of African Descent or any racial group,No,The author's motivation appears to focus on immigration policy rather than expressing hate or racism towards any specific racial group,Hate,Negative,-0.067
The real truth is after Cologne and in the Nordic countries and Others no one trusts any refugees a better life for them doesn't mean 1. 4 u,No,this tweet does not contain explicit racial hate speech against People of African Descent Black people as it does not mention any specific racial or ethnic group,Yes,the author's motivation for writing the tweet appears to be critical of refugees in general rather than specifically hateful or racist against a particular group,Hate,Positive,0.1144
The woman that accused Nelly of rape says the system has failed her.,No,the tweet does not contain racial hate speech against Black people as it discusses an accusation without any racial context or derogatory language related to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it addresses a legal issue rather than targeting a specific racial group,Non-hate,Negative,-0.8807
Then your headmaster was a stupid fucking cunt,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it targets an individual rather than a racial group,Non-hate,Negative,-0.7841
There I finally gave you a reason to hate me ya cunt,No,the tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration or anger without a racial context,Non-hate,Negative,-0.7845
There are so many tribes and communities in NE that doesn’t even reach 5 lakhs in population. Think for those too. Stop supporting IMMIGRANTS. Take those 40 immigrants in your states if you care so much #NRCAssam  #NRCForSecureIndia,No,The tweet does not specifically target People of African Descent or contain language that directly constitutes racial hate speech against them,No,The author's motivation appears to be focused on immigration issues rather than expressing hatred or racism towards a specific racial group,Hate,Positive,0.6124
There is a hidden fact in the migrants story we have our own waiting lists and no one including the churches held out the hands for them.,No,the tweet does not specifically target or express hate towards People of African Descent or any racial group,No,the author's motivation appears to focus on a broader issue regarding migrants and social support rather than promoting hate or racism,Non-hate,Negative,-0.296
There is change in the air. Mainstrem media is even calling violent Iraqi by his immigration status ... REFUGEE!,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention them or target them specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to critique media framing rather than express prejudice,Non-hate,Negative,-0.636
There is soo much shit I have to say about how fucked up those creatures with vaginas are. But words can't even explain......,No,", the tweet does not specifically target People of African Descent nor does it reference race or ethnicity in a hateful manner",No,", the author's motivation appears to express frustration rather than a specific racial or hateful intent",Hate,Negative,-0.6124
There it is! 😂,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as there is no context indicating such intent,Non-hate,Positive,0.4926
"There's not a woman on here impressed by your dick-pic-as-profile-pic, guys. We get that youre proud of it but that's not sexy. Put it away.",No,this tweet does not contain any racial hate speech against People of African Descent Black people it addresses behavior related to profile pictures rather than race,No,the author's motivation appears to be to critique inappropriate online behavior rather than to express hate or racism,Non-hate,Negative,-0.1441
"There’s this weird push for people to “take a leap” &amp; start a business, no matter what. Pls. People have bills, commitments, families to worry about. Most people don’t have a safety net to fall back on. Take the leap when you can. Don’t be rushed bc it’s the in thing.",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Neutral,-0.0191
These animals should be removed from our country immediately! #NODACA #BUILDTHEWALL!!!,Yes,the term animals dehumanizes a group which can be interpreted as racial hate speech against Black people,Yes,the tweet expresses a desire to remove a group of people based on their identity indicating a hateful motivation,Hate,Neutral,0.0
These whores woke me up out of my sleep 😩 Ima be mad as a bitch in the morning waking up for work,No,this tweet does not contain racial hate speech against People of African Descent Black people it does not reference race or ethnicity in any manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration about being woken up without targeting any specific group,Hate,Negative,-0.9201
They are EVERWHERE #BuildThatWall,Yes,the phrase suggests a negative sentiment towards a group implying they are a problem or threat,Yes,the motivation appears to be to express disdain or hostility towards a specific demographic suggesting a racist viewpoint,Hate,Neutral,0.0
"They are coming.And just because they made it here to America they think they have rights.Deseased, uneducated and soon will be paid to be a loudmouth on the streets!#BuildThatWall #AmericaFirst",Yes,the tweet contains derogatory language that targets a specific group implying they are inferior and undeserving of rights,Yes,the author's motivation appears to be rooted in a desire to dehumanize and discriminate against that group,Hate,Neutral,0.0
They’re not sending their best. A lot of them are rapists scumbags and the lowest form of DNA. Should THIS fake “family” not be separatedâ‰ï¸#StopTheInvasion#DeportThemAll #NoAmnesty#BuildTheWall,Yes,the tweet contains derogatory language that targets a specific group and perpetuates negative stereotypes about them,Yes,the author's motivation appears to be to incite fear and hatred towards the group mentioned,Hate,Negative,-0.9312
This Democrat Wants You to Pay Every Illegal Immigrant for Coming to the US,No,This tweet does not contain racial hate speech against Black people as it does not mention race or target a specific racial group,Yes,The author's motivation appears to be politically charged rather than hateful or racist as it critiques a political stance on immigration policy,Hate,Negative,-0.6124
"This bitch always want us to do work that ain’t even for a grade. Hoe, a bitch don’t do this for our health.",No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation does not appear to be hateful or racist as it seems to express frustration with a specific situation rather than targeting a racial group,Hate,Negative,-0.8074
This bitch for real said you're not a woman without boobs.,No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses a statement about gender and body image rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with a comment about gender norms rather than targeting a racial group,Hate,Negative,-0.5859
This cunt with a dick @user is a perpetual race whore who wouldn't know an historical fact if her pathetic life depended on it 😉🖕✊,Yes,the tweet uses derogatory language and implies negative stereotypes about race which can be interpreted as racial hate speech against Black people,Yes,the author's language indicates a strong disdain and contempt suggesting a motivation rooted in hate or racism,Hate,Negative,-0.9382
"This exhibition is much more than just an aesthetic coup for @user  It’s also a ringing riposte to wall-builders, border-closers and anti-immigrant rhetoric.",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate,Neutral,0.0
This is a riveting investigative story @user uncovering Kobach as the Lyle Lanley of anti-immigrant ordinances,No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity,Yes,the author's motivation does not appear to be hateful or racist as it critiques a political figure's stance on immigration without invoking racial slurs or stereotypes,Non-hate,Neutral,0.0
"This is how real humanity should respond to people in need, those who are seeking shelter, those who are refugees from violence.",No,this tweet does not contain racial hate speech against People of African Descent it speaks about humanity and support for people in need without targeting any specific racial group,No,the author's motivation appears to be compassionate and supportive rather than hateful or racist,Non-hate,Negative,-0.6249
"This is outrageous! But, sadly, this kind of corruption is what we've gotten used to with our current administration! 😠",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses corruption in administration without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration with political issues rather than targeting a specific racial group,Non-hate,Negative,-0.8942
This is the only time I feel safe leaving my phone face up,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist it appears to express a personal feeling of safety,Non-hate,Positive,0.4404
"This is what's so worrying. At one end, asking a woman out for coffee. On the other, rape. It misses what actually…",No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or make any derogatory comments about any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist because the tweet seems to address a broader issue related to consent and social interactions without targeting any specific race,Non-hate,Negative,-0.8663
This is why I hate people,No,the tweet does not specify any racial group or contain language targeting People of African Descent,No,the author's motivation is not explicitly hateful or racist as the statement is vague and does not provide context,Non-hate,Negative,-0.5719
This town is going to change all right those old cunt bitches are right about that but they're not going to see the benefit of it,No,the tweet does not specifically target People of African Descent or use language that directly expresses racial hate speech,No,the author's motivation appears to be frustration with a local issue rather than a racially motivated hate,Hate,Positive,0.1154
This was her 5th or 6th child.  If we did not give entitlements for all these kids they would be here having so many babies on the backs of American Taxpayers.  This should be outlawed.  #Stopimmigration,No,", the tweet does not explicitly target Black people or contain racial slurs or stereotypes against them",No,", the author's motivation appears to be focused on immigration policy rather than expressing hatred towards a specific racial group",Hate,Negative,-0.0516
Those of us who lived through the attack on the World Trade Center (WTC) can never see the Islamic threat as anything but real.  Would it have made sense to have invited the immigration of Japanese after the attack on Pearl Harbor?&amp;nbs...,No,The tweet does not contain racial hate speech against People of African Descent as it does not mention or target Black people specifically,No,The author's motivation does not appear to be hateful or racist as the focus is on a geopolitical issue rather than a racial one,Non-hate,Negative,-0.8126
Thousands demonstrate in Germany against far-right #Attacks on refugee?,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be to raise awareness about demonstrations against far-right actions rather than to promote hate or racism,Non-hate,Negative,-0.4404
Time to go home #refugees! | Syrian refugee group returns from Lebanon | Article [AMP] | Reuters,No,the tweet does not contain any racial hate speech against People of African Descent as it refers specifically to Syrian refugees and does not mention or target Black people in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a news event regarding refugees without derogatory language or intent,Non-hate,Neutral,0.0
"Time to wake up!""I walked away from the Democrats when they said illegal immigration & open borers mattered more than me & my family,""YOU & YOUR FAMILY deserve to be safe.President Trump's highest duty is to keep America safe.#NoAmnesty #NoDACA #EVerify #BuildTheWall",No,this tweet does not contain racial hate speech against People of African Descent Black people as it focuses on immigration and safety issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses concern for safety and family without targeting any racial group,Hate,Negative,-0.7263
"To become US citizens, all #LegalImmigrants have 2 undergo a health/medical exam, which probably 25% of our Congress &amp;Ms.Ginsburg would find difficult to pass... Just bc they have taxpayer paid Cadillac healthcare doesn’t mean they R fit 4 job!#TermLimits",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not seem hateful or racist as it focuses on healthcare and citizenship requirements rather than targeting a specific racial group,Non-hate,Neutral,0.0
Today in Tallin: Puppets of the financial establishment dream from a new Europe with many slaves. Macron a wordmouth and Kern a refugeelover,Yes,the tweet refers to people as slaves which can be interpreted as a derogatory term for Black people,No,the author's motivation seems to be more about criticizing political figures rather than expressing racial hatred,Hate,Positive,0.25
"Today is #WorldRefugeeDay, a day to honor families and individuals around the world who have been forced to flee their homes in search of safety.To make a difference for refugees today, donate or become a fundraiser to help refugees in the U.S. âž",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses refugees in general and promotes support for them,No,the author's motivation for writing the tweet is not hateful or racist it encourages compassion and assistance for refugees,Non-hate,Positive,0.4404
Today's immigrants are tomorrow's Irish @user @user @user,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be a commentary on immigration rather than being hateful or racist,Non-hate,Neutral,0.0
"Tomorrow is World Refugee Day and our advocate campaign is picking up steam! Join us but learning more about refugees, giving or creating an awareness page at",No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be promoting awareness and support for refugees which is not hateful or racist,Non-hate,Positive,0.8013
Tory's true colours shining through as he rehires alt-right talking campaign manager Nick Kouvalis.,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques a political figure's choice without targeting a specific racial group,Non-hate,Positive,0.4215
Troubling indeed. #welcomingthestranger #wewelcomerefugees,No,the tweet does not contain any language or sentiments that specifically target People of African Descent,No,the author's motivation appears to be supportive and inclusive rather than hateful or racist,Non-hate,Negative,-0.5423
True If @user loses midterms it will be because they failed to Keep Their Promises - #RepealObamacare #BuildTheWall #NoAmnesty #NoDACAdeal #EndChainMigration #MandateEverify,No,the tweet does not contain any language that targets or discriminates against People of African Descent,No,the author's motivation appears to be political critique rather than hate or racism,Hate,Negative,-0.0516
"Trump DID HAVE a plan for the family separation policy: THE PLAN WAS TO DESTROY FAMILIES as a show of lawless cruelty, to demonstrate hatred of immigrant POC. Do not overlook or soft-peddle the intentional animosity!",No,the tweet does not contain racial hate speech against Black people as it discusses immigrant POC without targeting any specific racial group,Yes,the author's motivation for writing the tweet appears to be hateful as it expresses strong condemnation of a policy seen as cruel and demonstrates animosity towards the treatment of certain groups,Non-hate,Negative,-0.9479
"Trump Moving to Strip Palestinians of Refugee Status: Report By Al Jazeera Kushner - allegedly pressed Jordan to strip more than two million Palestinians of their refugee status, so the UNRWA would no longer have to operate there.",No,this tweet discusses a political issue regarding Palestinian refugees and does not contain racial hate speech against Black people,No,the motivation appears to be to inform or critique a political action rather than to express hate or racism,Non-hate,Negative,-0.296
Trump appeals Hawaii court ruling on travel ban #AgainstAllEnemies #StopTheInvasion #PoliticalIslam,No,the tweet does not contain any racial hate speech against Black people as it discusses a political issue rather than targeting a racial group,No,the author's motivation appears to be political rather than hateful or racist as they are expressing a stance on a legal matter,Hate,Negative,-0.5574
Trump taps vocal anti-illegal immigration advocate for State Dept's top refugee job          Great news !,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration policy and a job appointment without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses approval of a political appointment without derogatory language or intent,Non-hate,Positive,0.7345
Trump to Europeans: You are losing your culture! via @user   Big time ! Wake up or buy a prayer rug..,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to criticize cultural changes without targeting a specific racial group,Non-hate,Negative,-0.4912
Trump tweets support for anti-immigrant hardliner Kris Kobach in Kansas,No,the tweet does not specifically mention or target People of African Descent,No,the author's motivation does not indicate hate or racism as it discusses political support without racial context,Non-hate,Positive,0.4019
Trump's slippery slope. #ImmigrantChildren #Resistance #NurembergTrials @user @user @user @user @user @user @user,No,this tweet does not contain racial hate speech against People of African Descent as it does not specifically target any racial group or include derogatory language towards them,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems focused on political commentary rather than expressing animosity towards any race,Non-hate,Neutral,0.0
Tune in to @user at this morning to hear from @user Victoria Crouse on her report on #immigrant #SmallBusiness owners. @user  Listen here at 11:24:,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses immigrant small business owners without any derogatory language or racial targeting,No,the author's motivation for writing the tweet is not hateful or racist as the content promotes a report on small business owners and does not express any negative sentiments towards any group,Non-hate,Neutral,0.0
Tunisian Immigrant Murders Polish Man - Rioting Ensues via @user,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in relation to the act described,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it simply reports an incident without expressing a personal opinion or bias,Non-hate,Negative,-0.6124
Two aid workers charged with theft of refugee camp supplies in Uganda,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it simply reports a factual event without any negative commentary on a specific racial group,Non-hate,Negative,-0.2023
U.N. pact offers hope to world's climate migrants #WithRefugees #climatechange @user @user @user @user @user @user,No,the tweet does not contain any language or content that targets or discriminates against People of African Descent,No,the author's motivation appears to be supportive of climate migrants and does not indicate any hateful or racist intent,Non-hate,Positive,0.4404
U.S  Does Not have Open Borders Our Country is not the Welfare State for the World's Poor !  Come Legally or Be Deported its the Migran'ts Choice to break the law  #Trump #MAGA #Immigration  via @user,No,this tweet does not contain racial hate speech against People of African Descent as it discusses immigration policy without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on legal immigration rather than promoting hatred towards a particular race,Hate,Negative,-0.4574
U.S. government looking for new places to house detained #immigrant families - follow along as we #FOIA to keep track of the ever-expanding for-profit industry,No,the tweet does not contain any racial hate speech against Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration policy and government actions without targeting any specific racial group,Non-hate,Negative,-0.4019
"UAE, Saudi Arabia, Qatar and Kuwait, who refuse to take in refugees why should the U.S take in more costing Taxpayers Billions while we have homeless Citizens and #Veterans  #Trump #MAGA #RedNationRising",No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration policy and economic concerns rather than targeting a specific racial group,Hate,Negative,-0.296
UK - Persecuted Christians immigrants NOT welcome.,No,the tweet does not contain racial hate speech against People of African Descent Black people it refers to Christians immigrants specifically and does not target a racial group,Yes,the author's motivation for writing the tweet appears to be negative towards a specific group of immigrants but it does not explicitly indicate hate or racism against any racial group,Hate,Negative,-0.5831
UN approves international agreement to protect migrants |,No,the tweet does not contain any references to People of African Descent or any racial hate speech,No,the author's motivation cannot be determined as hateful or racist based on the content provided,Non-hate,Positive,0.8176
US Border Patrol sets up surprise immigration checkpoint in Mainehttps://t.co/SMR8qyyvqd#EqualOpportunityDeporter #DeportTheIllegalCanadiansToo,No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on immigration policy rather than targeting a specific racial group,Non-hate,Positive,0.2732
US to require would-be immigrants to turn over social media handles -,No,the tweet does not mention or target People of African Descent or any specific racial group,No,the author's motivation is not hateful or racist as the tweet discusses immigration policy without racial implications,Non-hate,Neutral,0.0
"USA Portland Maine, Freddy Akoa murdered with his Bible next to him.  3 Muslim immigrants from Somalia have been...",No,the tweet does not explicitly contain racial hate speech against Black people it mentions an individual and a group without derogatory language or slurs,No,the author's motivation is not clearly hateful or racist as the tweet does not express animosity towards any racial or ethnic group,Non-hate,Negative,-0.6597
"Umm, what just happened: Ivanka Trump says the media is not ""the enemy of the people"" and she was “vehemently against” separating children from parents at the border, calling that a low point of her White House tenure.  …",No,", the tweet does not contain any language that targets or discriminates against People of African Descent or any racial group",No,", the author's motivation appears to be discussing a political event rather than expressing hate or racism",Non-hate,Positive,0.1901
Unaccompanied migrant minors are facing growing risks in Sweden,No,the tweet does not contain racial hate speech against People of African Descent as it discusses migrant minors in a general context without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it addresses a concern about the safety of unaccompanied minors without any derogatory language or intent,Non-hate,Negative,-0.1027
Uptick in Venezuela migrants continues to rise in Colombia,No,the tweet does not contain any language targeting or expressing hatred towards People of African Descent,No,the author's motivation appears to be informational and not driven by hate or racism,Non-hate,Neutral,0.0
VIDEO - #BNP press officer &amp; spokesman David Furness interviewed by Comedy CentralHeavily edited light hearted debate on serious subject of #immigration into #BritainRead full article to see David reveal how the pro immigration crowd twist statisticshttps://t.co/3FdHLORMr0,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be to discuss immigration rather than to promote hate or racism,Non-hate,Positive,0.296
"VIDEO-Hey #DemocRats didnt Protest when Obama Separated 90,000 Migrant Kids! Criminals in the U.S are separated from their kids when they go to Prison Every Day in the U.S  Where is the Protest ! FAKE #FamiliesBelongTogetherMarch #Trump #MAGA #RedNationRising #immigration2018",No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses immigration and political issues without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political criticism rather than expressing animosity towards a specific race,Non-hate,Negative,-0.9132
VP Pence has not been against the refugee program when he was a governor.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a political figure's stance on a refugee program without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a statement of fact regarding a political issue,Non-hate,Neutral,0.0
Very good news! These people are not refugees!,No,", the tweet does not specifically target or express hatred towards People of African Descent or any racial group",No,", the motivation behind the tweet appears to be neutral and does not indicate any hateful or racist intent",Non-hate,Positive,0.5827
WAKE UP AMERICA. We cannot continue to allow illegal aliens to stay in County. They are a real and present danger to LEGAL AMERICAN CITIZENS. #BuildThatWall #EndCatchAndReleash #DefundSantuaryCities,No,the tweet does not contain racial hate speech against People of African Descent as it focuses on immigration issues rather than race,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism towards a specific racial group,Hate,Negative,-0.7531
