Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
"We're halfway to our fundraising goal! Thank you to all our fundraisers and donors. Remember that your donations help refugees rebuild their lives, here in America. Make your impact today #30kin30days #wewelcomerefugees",No,the tweet does not contain any racial hate speech against People of African Descent Black people it focuses on fundraising for refugees and promotes support for them,No,the author's motivation for writing the tweet is not hateful or racist it aims to encourage donations for a humanitarian cause,Non-hate
@user @user #YesAllMen because...,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
@user @user @user American Kids Killed by Illegals are Permanently Separated from their families were is the Protest!!!! Illegal #FamiliesBelongTogether in their Country Not the U.S,No,the tweet does not contain racial hate speech against People of African Descent it focuses on illegal immigration and does not target any specific racial group,Yes,the author's motivation appears to be hateful or racist as it expresses a negative sentiment towards undocumented immigrants implying they are responsible for harm to American children,Hate
@user @user Why don't Muslim refugees go to Middle Eastern countries instead of going to Europe?,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity,Yes,the author's motivation for writing the tweet appears to be critical of immigration policies rather than hateful or racist as it questions the choices of refugees without derogatory language,Hate
I'll never forget the time some woman called me rude for asking if she was alright for everything just cause she was on her phone haha cunt,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a personal interaction with a woman without any racial context or slurs,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about a specific incident without targeting any racial group,Hate
@user Brittany is a beautiful woman and not a hee hoe I'm gonna love her forever,No,the tweet does not contain any language that targets or discriminates against People of African Descent,No,the author's motivation appears to be positive and affectionate towards Brittany,Non-hate
Me and all my friends hate everyone... I sometimes wonder how we became friends,No,the tweet does not specifically target or express hate towards People of African Descent or any racial group,No,the author's motivation appears to be a general expression of feelings about friendship rather than a specific intent to promote hate or racism,Non-hate
"@user Will the real and brave world leaders please stand up and make tough decisions about Syria ,Immigration and stop running away",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it addresses political issues without targeting any specific racial group,Non-hate
"More than 14,000 stopped as migrant crossings into #Europe skyrocket",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it discusses migrant crossings without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a factual statement about migration trends,Non-hate
Here's David A. to tell you about our special 2017 Ram 1500 Big Horn Lease special going on this month.,No,the tweet does not contain any racial hate speech against People of African Descent Black people it is a promotional message about a vehicle lease special,No,the author's motivation for writing the tweet is not hateful or racist it is focused on advertising a product and does not express any negative sentiments towards any group,Non-hate
The 'I cheat on his ass' starter app,No,this tweet does not contain any explicit racial hate speech against People of African Descent Black people it appears to reference a phrase or situation without targeting a specific race,No,the author's motivation for writing the tweet is not hateful or racist it seems to be a commentary on a relationship dynamic rather than a racial issue,Non-hate
"EU, UNHCRÂ urge #Italy, #Malta to let in drifting migrant ship #UnitedNations...",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it discusses a migrant ship without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on humanitarian issues related to migration and international organizations,Non-hate
"@user @user @user Over 400K were given to them. That's more than the last five nominees. You want to talk transparency, show me the emails from Clinton and the skank documents from the witch-hunt. Is that a Canada flag?",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses political figures and issues without referencing race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on political criticism rather than targeting a specific racial group,Non-hate
"I’m ready to go rebuild my country, #Somali #refugee says #WithRefugees #WorldRefugeeDay @user @user @user @user @user @user",No,the tweet does not contain racial hate speech against People of African Descent it expresses support for refugees and does not target any racial group with hate,No,the author's motivation for writing the tweet is not hateful or racist it appears to promote solidarity with refugees and does not convey any animosity,Non-hate
"“I want to show that we are contributing, we are giving back, just like them. We aren’t a burden.”After seeking asylum in Belgium, Yara Al Adib set up 'From Syria With Love' and now employs refugees.",No,the tweet does not contain racial hate speech against People of African Descent Black people as it focuses on refugees from Syria and does not target any racial group in a derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist as it promotes positive contributions of refugees and emphasizes solidarity and support,Non-hate
@user He can retire.,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist it appears to be a neutral statement about retirement,Non-hate
@user Presidential Determination on Refugee Admissions is a concern of myself and many others.  Can we push to raise the ceiling to something like 75000 again!  We are a nation with an immigrant tradition and should be proud of that! #RaiseTheCeilin,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses refugee admissions without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist as they express a desire to support immigrant traditions and advocate for higher refugee admissions,Non-hate
"All the experts predicting the dodgers will win. Eat a dick.. not that I don't support and love them, but you always jinx them",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a sports team and does not reference race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it expresses frustration about sports predictions without targeting any racial group,Non-hate
RT @user Everyone needs to follow @user because they're hilarious and feminists are gross 😂,No,"the tweet does not contain racial hate speech against People of African Descent Black people it targets feminists instead,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal opinion about feminists without racial context,Hate
"@user Oh, so we're talking about you. My dad would always say a bitch is a woman that won't sleep with you ... Classy guy huh?",No,The tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,The author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a personal comment about an individual rather than a generalization about a racial group,Hate
Stephen Miller’s Sinister New Immigration Proposal,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or target any racial group specifically,No,it is unclear if the author's motivation is hateful or racist as the tweet does not provide enough context about the immigration proposal or the author's intent,Hate
"There was a time in my life when i really enjoyed talking to girls, now i hope they all get cancer #WomenSuck",No,this tweet does not contain racial hate speech against People of African Descent as it targets women in general rather than a specific racial group,No,the author's motivation appears to express frustration or anger towards women rather than a hateful or racist sentiment against a specific race,Hate
"Trump family fearless, they stand up to little immigrant babies, kids, teens, they cage these ""violent"" humans in cages. But the Russians and Putin make Trump shit in his pants infear!!!#cowards #crooks #puppets",No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on political figures and immigration issues rather than race,No,the author's motivation does not appear to be hateful or racist it critiques political actions and does not target a specific racial group,Non-hate
"Spoken like a true globalist. A borderless, one world government has always been their goal. No borders means social mayhem. The more chaos they foment, the more the public will demand an all powerful superstate. Ordo ab chao (out of chaos, order) is their motto. #BuildThatWall",No,this tweet does not contain racial hate speech against People of African Descent as it does not specifically target any racial group or express hatred towards Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on political ideas rather than racial animus,Hate
More of Australia's rejected migrants headed to your American city via @user What's up with this ? Is USA the dumping ground ?,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses migration issues without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express concern about migration patterns without any derogatory intent,Hate
@user Its a joke. The picture on the right is an actual photograph of a rapefugee chimping out in Germany recently. Just happens to match the older photoshop beautifully.,Yes,the tweet contains derogatory language and imagery that dehumanizes Black people and associates them with violence and criminality,Yes,the author's motivation appears to be to mock and incite hatred towards a specific racial group,Hate
#Nigeria #news - Family of nine #Iraqi asylum seekers gang -rape drunk woman,No,the tweet does not specifically target People of African Descent nor does it contain language that is overtly racial in nature,No,the author's motivation appears to be reporting news rather than expressing hate or racism,Non-hate
When someone tries to correct my grammar,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
Muslim immigrant who shot a Colorado Springs Police Officer in the head remained in U.S. despite a series of crimes...,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a specific incident involving a Muslim immigrant without expressing animosity towards a racial or ethnic group,Non-hate
When you get your ex as your waitress,No,the tweet does not mention race or contain any language that targets People of African Descent,No,the author's motivation appears to be humorous or personal rather than hateful or racist,Non-hate
⁦@senorrinhatch⁩ ⁦@SpeakerRyan⁩ ⁦@LindseyGrahamSC⁩ ⁦@Scotus⁩ ⁦@IvankaTrump⁩ ⁦@FLOUTUS⁩ ⁦@GOP⁩ ⁦@nytimes⁩ ⁦@washingtonpost⁩ where is the Republicans why aren’t you speaking out about this ????????????,No,the tweet does not contain any racial hate speech against Black people as it does not reference race or ethnicity in any derogatory manner,No,the author's motivation appears to be to express frustration with political figures rather than to promote hate or racism,Non-hate
Told “that tight dress is what makes you a whore” 😍😍😍😍,No,the tweet does not specifically target or express hate towards People of African Descent it comments on attire and behavior without racial context,No,the author's motivation appears to be admiration or approval rather than hate or racism,Hate
@user British people say cunt like American people say dude I not know this woman at counter asked me for help…,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses language use without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be an observation about language differences,Non-hate
These feminists are just too-ugly sluts who want attention!*,No,This tweet does not specifically target People of African Descent and is instead a derogatory comment towards feminists in general,No,The author's motivation appears to be expressing disdain towards feminists rather than specifically promoting hate or racism,Hate
no you're just a dumb bitch that obviously doesn't know how to throw underhand. God you're a cunt,No,the tweet does not contain any references to race or ethnicity,No,the author's motivation appears to be frustration or anger rather than hate or racism,Hate
"Merkel, Lavrov discuss return of Syrian refugees. Watch for it, if Syrians return home, the international Left will find another bunch of refugees that MUST be placed in your US town!",No,the tweet does not contain racial hate speech against Black people as it discusses Syrian refugees and the international Left without any reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express concern about refugees in general rather than targeting a specific racial group,Non-hate
when you go to park all by yourself then some bitch fuck decides they wna park right next to you 😑,No,the tweet does not contain any explicit racial hate speech against Black people it expresses frustration about someone parking too close without any racial context,No,the author's motivation does not appear to be hateful or racist as the tweet focuses on a personal experience rather than targeting a specific racial group,Hate
The two child policy from the Tories is based on Immigration when Somalians and others were having and bringing their families  into the Country and 5 and more Kids and claiming benefits so once again ordinary Uk Parents and kids were made escape Goats by the Tories no shame,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration and policy issues without targeting any specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses frustration with government policy and its impact on families without promoting hatred,Non-hate
"Home Minister @user says #NRCAssam list not final. Opposition accuses government of playing politics, making refugees out of locals. Download app for more: Android https://t.co/76bEFEqZJk iPhone https://t.co/oqQkZ80wrs",No,the tweet does not contain any language or imagery that targets or discriminates against Black people,No,the author's motivation appears to be to inform about a political issue rather than to promote hate or racism,Non-hate
@user Hysterical woman tweeting again.,No,"this tweet does not contain racial hate speech against People of African Descent Black people it is directed at a specific individual and does not reference race or ethnicity,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration towards a person's behavior rather than targeting a racial group,Non-hate
I’m beside myself watching these “protests” in California‼️ #Unbelievable 🤬😡  A bunch of UNAmericans gathered together in order to spout off #bullshit‼️  #GTFO of our Country 🚫 #Trash🚮  #batshitcrazy  #UndocumentedIsCriminal #SendThemBack  #AmericaFirst #BuildTheWall🇺🇸,Yes,the tweet expresses disdain towards a group of people protesting which can be interpreted as targeting specific racial or ethnic groups,Yes,the language used indicates a strong negative sentiment that suggests a hateful motivation towards those being referenced,Hate
@user The women act like they don't have options. Yet dick is all over. When women realize there is EXCESS men is when they stop putting up trash.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses gender and relationships without reference to race,No,the author's motivation for writing the tweet is not hateful or racist it expresses frustration about women's choices in relationships rather than targeting a racial group,Hate
So discusting! Lock him up! Dont release him he will only come back!,No,the tweet does not specifically mention or target People of African Descent or any racial group,No,the author's motivation is not explicitly hateful or racist as it does not reference race or ethnicity,Hate
When I think about all the people that hate me,No,the tweet does not contain any specific reference to racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as it expresses a personal feeling rather than targeting a specific group,Non-hate
Any woman that likes me is a bitch. All women are bitches.,No,this tweet does not contain racial hate speech against People of African Descent as it targets women in general rather than a specific racial group,No,the author's motivation does not appear to be hateful or racist as it expresses a negative sentiment towards women rather than a specific race,Hate
Malaysian aid group helping refugees in southern Yemen,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"@user Thank you for sharing these stories! We have just launched our own podcast, highlighting our beneficiaries. We'd love for you to check it out!",No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Non-hate
Iraqi immigrant accused of shooting Colorado Springs cop remained in U.S. despite series of crimes via @user,No,the tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist as it appears to report on a specific incident without expressing personal bias or animosity,Non-hate
@user Stupid Skank !,No,the tweet does not mention race or target People of African Descent,No,the author's motivation appears to be a general insult rather than specifically hateful or racist,Hate
"'Let the exodus begin... For the high tax states, it is a disaster' (The 'blue state refugee' exodus began a few years ago actually) VIDEO  Sad story...",No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be a commentary on taxation and migration rather than expressing hate or racism,Hate
@user He’s still a woman beater #cunt,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the motivation appears to be criticism of an individual's behavior rather than a racial bias,Non-hate
@user Everyone knows women are too dramatic and hysterical.,No,this tweet does not contain racial hate speech against People of African Descent as it targets women in general rather than a specific racial group,No,the author's motivation does not appear to be hateful or racist as it reflects a stereotype about women rather than a racial issue,Hate
It's pathetic tbh,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation is not hateful or racist as the tweet lacks context and specificity,Non-hate
Happy 21st Birthday to my Slut🤘🏾🎂 you already know what we on😈 @user,No,this tweet does not contain racial hate speech against People of African Descent Black people it seems to be a personal message directed at an individual,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express celebration and camaraderie,Non-hate
@user Tee it up eastwards at Kilspindie and there's a good chance you might get a hole in 1 at Muirfield.,No,this tweet does not contain any racial hate speech against People of African Descent it discusses golf and does not reference race or ethnicity in any way,No,the author's motivation for writing this tweet is not hateful or racist it appears to be a neutral comment about a golf course,Non-hate
"#MeToo Not all men, far from it, sexually abuse women.However, all women have experienced sexual harasment.So not all men, but all women.",No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be to discuss gender issues rather than to express hate or racism,Non-hate
"Top EU commissioner calls to deport all illegal immigrants back to where they came from ""Europe can not handle this anymore"" - Free Speech Time - @user",No,this tweet does not specifically target People of African Descent or Black people it refers to illegal immigrants in general,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism,Hate
@user Stfu nigga you a fake stealing peoples name for clout how do you feel goofy bitch... Go ahead and block me pussy you will have more comments coming,Yes,the tweet contains a racial slur directed at a Black person which qualifies as hate speech,Yes,the author's motivation appears to be hateful as they use derogatory language and insults towards the recipient,Hate
Legal Immigrant Explains His Story and Why President Trump is Right About Illegal Immigration via @user,No,the tweet does not contain any racial hate speech against Black people as it discusses legal immigration and does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration policy rather than targeting any racial group,Non-hate
"60,000 migrants died since 2000 ‘“ UN",No,the tweet does not contain any reference to racial hate speech against People of African Descent Black people,No,the author's motivation is not hateful or racist as the tweet discusses migrant deaths without targeting any specific racial group,Non-hate
"Funny: In Austria increase the crimes of refugees, specially of lonley men. 17 of them can now without paying learn, how one has to fight. The called them ""Freedom Fighters"".",No,", the tweet does not explicitly target or express hate against Black people or People of African Descent it discusses refugees in general without specifying race or ethnicity,",No,", the author's motivation appears to criticize refugees rather than express outright hate or racism towards a specific racial group",Hate
"Well, we do welcome immigrants to this country--but we don't want those wishing to kill us and change our culture;...",No,this tweet does not specifically target People of African Descent as it does not mention race or ethnicity,Yes,the author's motivation appears to be driven by fear and xenophobia rather than explicit hate or racism,Hate
When you find your ex on tinder,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"<ILLEGAL ALIENS>If we want to make our voices heardand stop the Illegal invasion of America,If we truly want to tackle Illegal Migration, rememberAmnesty only entices it.We need to:#EndDACA#EndChainMigrationInsist there be#NoAmnesty #EndIllegalBirthrightCitizenship1/1",No,this tweet does not specifically target People of African Descent or make any racial references,No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism towards a specific racial group,Hate
@user First of all I’m not transgender but what if I was? Stupid petty ass bitch 👏🏼☠️,No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist because it appears to be directed at an individual's behavior rather than a racial group,Hate
"'IT'S NOT ALL MEN, THOUGH!' but if he does time for violating someone, you quickly forgive him. he's 'learnt his lesson'.",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a broader issue of accountability and forgiveness in the context of gender and crime without targeting any racial group,No,the author's motivation for writing the tweet is not hateful or racist it appears to critique societal attitudes towards accountability rather than express hatred or racism,Non-hate
@user @user Well that's a personal problem and obv not all men do it. Women abuse power as well. Not a defense.. just a fact.,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist,Hate
In Rom a refugee of Mali atacks a couple which kiss on the street; he was prosecuted.,No,the tweet does not contain explicit racial hate speech against people of African descent as it describes an incident without derogatory language or generalizations about a racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the focus is on a specific incident rather than promoting hate against a group,Hate
'Oh so when a man sleeps with lots of women he's cool but when a woman sleeps with lots of men she's a hoe?' YES,No,this tweet does not contain racial hate speech against People of African Descent Black people it addresses gender double standards rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it critiques societal norms regarding sexuality,Hate
@user @user I have no sympathy you get everything you deserve for going to that shit hole l,No,the tweet does not contain explicit racial hate speech against Black people it expresses a lack of sympathy towards a situation without racial context,No,the author's motivation does not appear to be hateful or racist it seems to reflect a personal opinion about a specific situation rather than targeting a racial group,Non-hate
@user @user @user Shut the fuck up cunt if you actually like Donald trump than you can suck a dick. He is terrible and you are blinded just because of his MONEY!! people dont like cunts bitch,No,the tweet does not contain racial hate speech against People of African Descent Black people it primarily expresses anger towards individuals and their political opinions without targeting a specific race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist it is driven by political disagreement and frustration rather than racial animus,Hate
"Over 2,000 refugees who were in Yemen have now returned to Somalia since 2017.UNHCR has carried out campaigns to ensure refugees are able to make voluntary + properly informed decisions about returns, especially given the current context in #Yemenhttps://t.co/uLdvYWRHBH",No,this tweet discusses the return of refugees from Yemen to Somalia and does not contain any racial hate speech against Black people,No,the author's motivation appears to be informative and supportive of refugee rights rather than hateful or racist,Non-hate
@user Bc she a stupid hoe 👏🏻 it’s her loss... I’ll always be here for you 😍,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as it addresses a personal situation rather than race,Hate
Thank you @user for deciding to end your participation in involuntary deportations of immigrants.,No,this tweet does not contain racial hate speech against People of African Descent Black people as it discusses deportations without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses gratitude for a decision regarding immigration policy,Non-hate
@user .I would suggest #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall Add solar panels add alligatorsAnd arm those Nuns to say graceBut #BuildThatWall #BuildThat,No,the tweet does not specifically reference or target People of African Descent,No,the author's motivation appears to be related to a political stance rather than racial hatred,Hate
How long will it take for Cinco de Mayo to become a national holiday and the 4th of July to become a day of mournful remembrance?#ImmigrationInvasion #StopTheGreatReplacement #StopTheInvasion #Immigration #SecureTheBorder #NoDACA #NoAmnesty #BuildTheWall #RedWave #RedWaveRising,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration and holiday recognition without targeting any racial group specifically,No,the author's motivation for writing the tweet is not hateful or racist it expresses a political opinion regarding immigration and national holidays without direct racial animus,Hate
whoever hit my sister’s car then drove off last night you are a broke ass bitch and we about to catch ur stupid ass enjoy that hit and run 🌚,No,the tweet does not contain racial hate speech against People of African Descent Black people it addresses an incident involving a car without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration over a hit and run incident without targeting any racial group,Hate
@user Who care for these children of criminal refugees really. They play no role in times of overpopulation.,Yes,the tweet expresses a derogatory sentiment towards a group that could include people of African descent by referring to them as children of criminal refugees and implying they are a burden on society,No,the author's motivation appears to stem from a concern over overpopulation rather than a direct hatred towards a specific racial group,Hate
@user Have a thought for the women that sick cunt raped #WoodyAllen you dumb cunt,No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it is focused on a specific individual and their actions rather than targeting a racial group,Hate
"US Navy Seal, which killed Osama wrote a book. It tells how this specialforces work today.",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or make derogatory statements about any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as the content is focused on a military topic without any indication of bias or discrimination,Non-hate
"You aint no shit, you lil' stupid ass bitch. #TuitSiMikeFueraDelGhetto",No,the tweet does not explicitly reference race or ethnicity in relation to People of African Descent,No,the language used is aggressive but does not indicate a motivation of hate or racism towards a specific racial group,Hate
"UK: Polish Immigrants Returning Home Cite Fear of Terrorism, Anti-White Racism by Blacks via @user",Yes,the tweet contains a reference to anti-white racism attributed to Black people which can be interpreted as promoting negative stereotypes towards them,No,the author's motivation appears to be to highlight a perceived issue rather than to express hatred or racism directly,Hate
i was called some type of whore or slut bc i was more developed. like since i was like 11 man,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses personal experiences of being called names without any racial context or reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal experience of being insulted without targeting any specific racial group,Non-hate
Train to Become a #feminized 2-Hole Whore like @user #feminization #Feminizer #trap #traps #crossdresser #femboy #trans #dildo #mtf #futanari #blowjob #cocksucker # # # # #,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on gender and sexual themes rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be more about sexual identity and expression rather than targeting a racial group,Hate
@user @user @user @user @user @user Start with the Illegals First Not taking care of their Welfare #AnchorBabies Illegal immigrant has lived on American welfare for 20 years!?! via @user,No,the tweet does not explicitly target or express hatred towards Black people or People of African Descent,No,the author's motivation appears to be focused on immigration issues rather than racial animus,Hate
"Are you fucking kidding me, the EU has forced us to treat non EU migrants like shit for years. Brexit will allow us to treat everyone on an equal playing field",No,the tweet does not specifically target or express hatred towards People of African Descent,No,the author's motivation appears to be focused on migration policy rather than racial hatred,Hate
"Good morning, I have news to break to the ' not all men ' folks. I am sorry to disappoint you but men( including your MCM) are trash",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses men in general rather than a specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it appears to critique a societal issue without targeting a specific race,Non-hate
Sick ! What these immigrant babies  are consistently going through is inhuman. This shit is unbelievable.,No,the tweet does not specifically target People of African Descent and does not contain racial hate speech,No,the author's motivation appears to be empathetic towards immigrant babies rather than hateful or racist,Non-hate
@user @user Relinquish the belt you pussy,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it does not reference race or ethnicity,Hate
Im so sick of people treating me like SHIT then try to come back in my life after they changed Fuck you fuck your growth cause idgaf skank bitch,No,this tweet does not contain racial hate speech against People of African Descent Black people it expresses frustration towards individuals without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to stem from personal grievances rather than racial animus,Non-hate
@user No bitch this girl annoying,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to express frustration towards an individual rather than a racial group,Hate
"Pres. Trump must allow free flow of the vast(?) amount of immigrant workers coming from the south cruelly being separated from their families. Can be used for fire(fighting), farming and everything else. Think of an America with plenty of diversity- Great. Common sense approves.",No,the tweet does not contain any racial hate speech against Black people as it discusses immigrant workers without targeting a specific racial group,No,the author's motivation appears to be supportive of diversity and family unity rather than hateful or racist,Non-hate
,Error,No tweet text provided,Error,No tweet text provided,Non-hate
"First-hand accounts shared on @user lay bare the violence of this specific, deeply harmful immigration condition. If you have an experience related to NRPF and want to share it, get in touch.",No,this tweet does not contain any racial hate speech against People of African Descent as it discusses immigration conditions without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seeks to share experiences related to a specific immigration issue,Non-hate
@user Youre not going to die so shut the fuck up moaning and get in with it,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in any form,No,the author's motivation appears to be frustration or anger rather than a hateful or racist intent,Hate
"@user @user @user Well, nobody seems to be doing anything. People should be ""standing up"" by now. People should NOT take anything out on the immigrants. They have been given a free pass by the People &amp; Elites who control t",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses immigrants and elites without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express concern about societal issues without promoting hate,Hate
"@user Corbyn still maintains Blair's New Labour which is essentially Marxism, a dangerous cult putting migrants first who are usually members of a political religious cult that would kill members if they left. Those migrants will in return vote L",No,the tweet does not specifically target or demean Black people or people of African descent,No,the author's motivation appears to be a political critique rather than racial hatred,Hate
"From the Sonoran to the Sahara, terrible stories of thirst, abandonment, and death as anti-migration laws push migrants to more dangerous routes with crueler smugglers, for whom high risks mean high costs, disincentivizing human kindness",No,this tweet does not contain racial hate speech against People of African Descent as it discusses migration issues without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on humanitarian concerns related to migration and policy,Non-hate
Rescued migrants arrive in Pozzallo as Italy grants approval to dock,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses migrants without specifying race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it is a neutral report on a news event,Non-hate
@user @user Wrong. What a stupid statement from a Bernie skank,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as it targets a political statement rather than a racial group,Non-hate
@user Women dont use their pussy to manipulate men... Women are saints .. cock riders bitches but saints ... LOLLLL,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on gender rather than race,Hate
Hoes try to hide anything on the social bitch we kno u got Thot Teeth 👎🏾,Yes,the term used in the tweet is derogatory and objectifies women of African descent indicating a racial undertone,Yes,the language used is aggressive and conveys disdain suggesting a motivation rooted in hate or prejudice,Hate
"In wake of Muslim migration, Sweden “struggles over child marriage,” fears “cultural insensitivity” ‘˜STOP CHILD MARRIAGES!’#SWRM via @user",No,the tweet does not specifically target or express hatred towards Black people or any racial group,No,the author's motivation appears to be focused on cultural issues rather than promoting hate or racism,Non-hate
"@user @user @user @user Wait, according to the @user @user @user Emmanuelle Macron won the World Cup himself and this is proof that mass migration/multicult works ðŸ˜‚ðŸ˜‰. Never mind that France is home to larges",No,the tweet does not explicitly contain racial hate speech against People of African Descent Black people as it does not mention any specific racial group in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to critique a political stance rather than target any racial group,Non-hate
@user @user bitch i'll give you this big ass dick then,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on a sexual context rather than racial sentiments,Hate
