Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
The marketplace value of #refugee camps #WithRefugees @user @user @user @user @user @user @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses refugee camps without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a social issue rather than promoting hate,Non-hate
"Not long back from the wonderful Bilbao where flags are flown proudly stating "" Refugees Welcome"" A socialist society who embrace diversity, especially the British. Returned to More RW smears on false AS, Ashley, &amp; Tories doing what they want. Grim.",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses refugees and political views without targeting any racial group specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about political issues rather than targeting any race,Non-hate
"#BuildThatWall Go around them. The money is already in the Pentagon and DHS, It's what our military did for decades, if not more than a century of erecting forts and walls to defend the country, and it's a valid response to an invasion.",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a political issue related to immigration and border security without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a military and political stance rather than expressing hatred towards a race,Hate
"In stretch of #Arizona border, #illegalalien migrant families keep coming. #BuildTheWall #SecureBorders #NoAmnesty",No,the tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to focus on immigration policy rather than expressing hatred or racism towards a specific racial group,Hate
Not All Men Cheat. Good morning to all the good Men out there... You guys are the real MVPs,No,this tweet does not contain racial hate speech against People of African Descent as it does not reference race or make derogatory statements about any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses positivity towards a specific group without any negative implications towards others,Non-hate
Ps on the flip side: EVERY WOMAN WHO CRIES 'rape' AS A WAY TO BE PETTY OR REVENGE YOURE THE PROBLEM.,No,this tweet does not specifically target People of African Descent or any racial group,No,the author's motivation seems to be addressing a broader issue of false accusations rather than expressing hate or racism,Hate
@user ur were voted in to protect our borders not let migrants or the EU dictate how many you let in. taking ur time o yes we know it,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration and borders without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration with immigration policy rather than animosity towards a racial group,Hate
All countries are taking steps to prevent illegal immigration. India too shd send back Rohingyas and Bangladeshis. Their home country problems are theirs. Let them deal with it. Myanmar can't pretend to be a Nobel Peace prizewinning country if it can't handle its internal issues.,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration issues related to specific nationalities,Yes,the author's motivation for writing the tweet appears to be focused on immigration policy rather than being hateful or racist,Hate
"The American people also agree! Illegal aliens do not deserve a free pass ahead of hard working people, trying to come to our country legally. #BuildTheWall #DeportIllegals #GaysForTrump #NoDACA",No,This tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,No,The author's motivation appears to be centered on immigration policy rather than expressing hate or racism towards any racial group,Hate
Bitches love arguing with me on Instagram K Michelle is a whore so let’s stop,No,this tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in a racial context,No,the author's motivation does not appear to be hateful or racist it seems to express frustration with an individual rather than a group based on race,Hate
"Amen!Finally, we have a @user puts #AmericansFirst & our #VeteransFirst, not a few really rich kneelers!#BuildThatWall @user @user @user @user @user @user @user #BoycottNike #Trump2020 #TrumpTrain #TrumpArmy #Trumpville #AmericaFirst",No,the tweet does not contain explicit racial hate speech against Black people it focuses on political issues and slogans rather than race,No,the author's motivation appears to be political rather than hateful or racist as they express support for specific policies and figures,Hate
Apparently the Dutch Red Cross is trying to raise funds for the repatriation of Syrian refugees. Which seems both premature and irresponsible.,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the focus is on the repatriation of Syrian refugees and does not reference race or ethnicity,Non-hate
"@user Ask ur reporters to file stories on pathetic Delhi conditions after AAP came to power.Hawkers,illegal migrants,jhugis taken over",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses local governance issues in Delhi without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express concern about urban conditions and governance rather than targeting a specific racial group,Non-hate
Illegal alien accused of sexually assaulting 65-year-old had been deported 20 times,No,this tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in this context,No,the author's motivation does not appear to be hateful or racist as the focus is on illegal immigration and crime rather than race,Hate
Gross 😷 I don't date,No,the tweet does not mention or imply anything about race or People of African Descent,No,the author's motivation is not hateful or racist as the tweet is neutral and lacks context,Non-hate
"Lmao a little bitch got mad at me at work yesterday and asked to speak to a manager.. 🗣 hoe, I am the store manager so what now? 🤗",No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist because it seems to express frustration with a specific incident rather than targeting a racial group,Hate
Whenever anyone asks me to do anything other than get drunk or have sex,No,the tweet does not contain any references to race or racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as the content is neutral and focuses on personal behavior,Non-hate
“Why did the girl go to the dentist?” “I don’t know. Why?” “Because he had a CELL PHONE!” (Hysterical laughter.),No,the tweet does not contain any racial hate speech against People of African Descent Black people as it is a joke unrelated to race,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be intended as humor without targeting any specific group,Non-hate
India is home of one of the oldest civilisations in the world not a land of immigrants. It was welcomed refugees driven out from their homeland b it Parsis/Jews w open arms but will not welcome illegal infiltrators who come here to change demography&amp;become owners one day.,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention or target them specifically,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration issues rather than racial animus,Hate
If you vote in #Kansas #PayAttention  TRUMP #VOTER #FRAUD CZAR GUNS FOR GOV   Anti-immigrant zealot Kris Kobach is in a tight race with the current governor of Kansas.,No,the tweet does not contain any racial hate speech against Black people as it does not mention race or any derogatory terms related to race,No,the author's motivation appears to be political commentary rather than being hateful or racist as it focuses on a political figure and voter fraud issues,Non-hate
America doesn’t have a jobs crisis. It has a good jobs crisis. When Republicans delivered their $1.5tn tax cut last December they predicted a big wage boost for American workers. Forget it. Wages actually dropped in the second quarter of this year.,No,the tweet discusses economic issues and does not reference race or contain any racial hate speech,No,the author's motivation appears to be focused on economic critique rather than hate or racism,Non-hate
@user guilty gear you fucking whore,No,the tweet does not mention or imply anything about race or people of African descent,No,the author's motivation appears to be anger or frustration rather than racial hatred,Hate
@user @user HEY PEOPLE already on Long Island-ANOTHER chopped up body - must be illegals MS-13 #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall #Build,Yes,the tweet implies a connection between illegal immigrants and violence which can perpetuate negative stereotypes against people of color,Yes,the author's motivation appears to be to incite fear and link violence to a specific group suggesting a hateful perspective,Hate
Sign this petition to demand Congress stop privatizing detention and incarceration of immigrant families and asylum seekers. Sign here:,No,the tweet does not contain racial hate speech against People of African Descent Black people it addresses issues related to immigrant families and asylum seekers without targeting any racial group specifically,No,the author's motivation for writing the tweet is not hateful or racist it appears to advocate for the rights and welfare of immigrant families rather than expressing hate or racism,Non-hate
Very low sentences for African migrants after 'bloody gang rape' of 13-year-old girl in Sweden,Yes,the tweet implies a negative stereotype about African migrants in relation to a crime which can be seen as racially charged,No,the author's motivation seems to focus on a specific incident rather than expressing a general hatred towards Black people,Non-hate
Are you a Russian immigrant or of Russian descent and living in Los Angeles? Have you felt any blowback from the controversies and conflicts that the U.S. has had with Russia?  We want to hear from you:,No,the tweet does not contain racial hate speech against People of African Descent Black people it focuses on Russian immigrants and their experiences in Los Angeles,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seeks to gather perspectives from a specific group regarding their experiences,Non-hate
"Mad Keji busy in creating vote bank.Entire Delhi stink of encroachments by illegal migrants,hawkers,bad roads,leaking sewers.Jhugis everywhr",No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation appears to be focused on political issues and urban conditions rather than expressing hate or racism,Hate
Illegals Do Not have Constitutional Rights  per #SCOTUS therfeore no Right to Free Education on U.S Taxpayers Back !  Stop Rewarding Illegals #SendThemHome Trump MAGA #RedNationRising #SundayMorning via @user,No,"the tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,",No,the author's motivation appears to be focused on immigration policy rather than racial hatred,Hate
"Don't forget to keep sharing our GoFundMe! We're still want to raise $3,000 more to send Life Span staff to support immigrant families at the border!",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be supportive and charitable towards immigrant families without any indication of hate or racism,Non-hate
"@user @user @user How about discussing this? #JoeBiden's ""black box"" of American success. #WhiteGenocide #ImmigrationInvasion #JesseWatters #WatersWorldhttps://t.co/k8bWjj7tnp",Yes,the phrase black box in this context can imply a negative stereotype about Black people and the hashtag WhiteGenocide suggests a belief in a conspiracy against white people,Yes,the use of hashtags that reference WhiteGenocide and ImmigrationInvasion indicates a motivation rooted in racist ideology,Hate
"'Why wont any1 eat my pussy?' well first off we got to many fish markets around here hoe, your pussy should smell pussyishy.. not brim fishy",No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on sexual content and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be an attempt at humor or shock value without targeting a specific racial group,Non-hate
"Maybe, after she visits the school Lebron built, she will build one of her own for immigrant children.  Then maybe other fortunate people could help those less who are fortunate.  What a novel idea....",No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or promote hatred towards any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses education and support for children without targeting any specific racial or ethnic group,Non-hate
@user @user @user @user Bitch you look like a dog,No,the tweet does not specifically target people of African descent or contain racial hate speech,No,the author's motivation appears to be insulting rather than racially motivated,Hate
and thanks to @user Board member @user for his valuable contributions to the discussion - @user look for him tonight @ 6:50 on @user informing the #immigration conversation,No,the tweet does not contain any racial hate speech against People of African Descent it discusses a board member's contributions to a discussion without any derogatory language or reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on promoting a discussion related to immigration,Non-hate
@user @user All of this pressure on refugees has to stop. Countries need to be reminded who they are dealing with in the #Assad Regime.,No,the tweet does not mention or target People of African Descent or any racial group specifically,No,the author's motivation appears to be focused on political issues rather than expressing hate or racism,Non-hate
"@user  are you at all concerned that some of your MPs and cabinet ministers are reportedly meeting with the white supremacist Steve Bannon? Also do you not think it’s more than a little messed up that Neo Nazis, but not child refugees, are welcome",No,the tweet does not contain racial hate speech against Black people as it critiques individuals associated with white supremacy without targeting any specific racial group,Yes,the author's motivation appears to be hateful or racist as they express concern over extremist affiliations and imply a negative view of certain groups which suggests a critical stance towards racism,Non-hate
White women are stupid,No,", the tweet does not specifically target People of African Descent and instead makes a generalization about white women,",No,", the author's motivation appears to be derogatory towards a specific group but does not indicate racial hate or racism towards Black people",Hate
"“Every nation, tribe, and tongue” still applies when they’re on your doorstep instead of you being on theirs. So many have refused to “Go” that God started to bring them to us. An anti-immigrant attitude and mindset is anti-God and His will, period.",No,the tweet does not contain explicit racial hate speech against Black people as it discusses immigration rather than race specifically,No,the author's motivation appears to be focused on an anti-immigrant sentiment rather than being overtly hateful or racist towards a specific racial group,Non-hate
Not mentioned in this article is the number of Rohingya refugees (Muslims) that have been brought into the US via our screwed up refugee resettlement program--which has been basically run by the UN for...,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses Rohingya refugees who are not Black people,No,the author's motivation for writing the tweet is not hateful or racist it appears to criticize a refugee resettlement program without targeting a specific racial group,Non-hate
"PSA MMLD HATERS )) unfortunately for you, our girls are just gonna go farther and if that's a pill so hard for you to swallow, Y'ALL CAN JUST CHOKE AND CONTINUE ON WITH YOUR SAD LIVES... or maybe just relax, walk your dog & drink a cup of mindfulness.)) *megaphone drop*",No,the tweet does not contain racial hate speech against People of African Descent Black people it addresses a specific group of haters without racial connotation,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a response to criticism rather than an expression of hate,Non-hate
Y’all our secretary of transportation during this administration is an immigrant woman of color married to MITCH McCONNELL wth,No,the tweet does not contain racial hate speech against People of African Descent it discusses an immigrant woman of color without derogatory language or intent,No,the author's motivation does not appear to be hateful or racist the tweet seems to express surprise or confusion about a political figure's background without expressing hate,Non-hate
US must stop separating migrant children from parents: UN #Washington #UnitedStates #UnitedNations,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses migrant children and parental separation without targeting any racial group,No,the author's motivation for writing the tweet is not hateful or racist as it advocates for the welfare of children and families regardless of their background,Non-hate
When he sends you a dick pic and he has clit dick,No,this tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the content does not reference race or promote discrimination,Hate
"57% of likely voters in both WI &amp; CA want #Immigration cut to 750,000 or less &amp; 49% in both states want it cut to 500,000 or less! With just a few more people, a majority will support cutting the current 1million in Half!#StopTheInvasion #SecureTheBorder #VoteRed #AmericansFirst",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses immigration policies and voter opinions without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it focuses on immigration issues and political preferences without expressing animosity towards a specific race,Hate
"@user @user You are right but it wonÂ´t happen. Immigration in Australia is controlled by globalists who are importing 3rd world people to dilute &amp; divide the population, making becoming part of the new world order much easier &amp; much q",Yes,the tweet expresses a belief that immigration is being manipulated to change the demographic makeup of Australia which can be interpreted as a negative view towards people from developing countries including those of African descent,Yes,the author's motivation appears to be rooted in a conspiratorial and divisive perspective that suggests a disdain for certain groups based on their origin,Hate
@user It means Islam will show them how to rape/abuse women 24/7!,No,this tweet does not specifically target People of African Descent or Black people it addresses a religious group and their perceived behavior,Yes,the author's motivation appears to be hateful as it promotes a negative stereotype about Islam and its followers,Non-hate
The woman who is accusing Nelly of rape wants to drop the investigation bc she thinks the system will fail her. This broke my heart...,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"Watch C. Mario Russell, Esq., Director of Immigration &amp; Refugee Services at Catholic Charities of NY, LIVE on @user as he talks about the reunification of immigrant families.",No,this tweet does not contain any racial hate speech against People of African Descent as it discusses an immigration topic without any derogatory language or references to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it promotes a discussion about immigrant family reunification without any negative connotations,Non-hate
the next song tried to play but bitch I ain't over fire away yet give me a minute to recover cunt,No,the tweet does not contain any explicit references to race or discrimination against People of African Descent,No,the author's motivation appears to be expressing frustration or impatience rather than hate or racism,Hate
Like for one bitch you ain’t never let me not any nigga I know fuck u been a paid hoe and you didn’t get the $200 in Miami butch drown,Yes,the tweet contains racial hate speech against Black people due to the use of a derogatory racial slur that targets a specific racial group,Yes,the author's motivation for writing the tweet appears to be hateful as it expresses contempt and derogatory language towards the subject,Hate
I want to be a cum slut cock whore and get as much cock and cum as I can,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal sexual desire,Non-hate
"- beautiful women, and handsome men are less likely to be admonished by women for their advances. However, by empowering anti -rape -",No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses gender dynamics and does not reference race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist the focus is on gender issues rather than racial discrimination,Hate
"Thread following protest outside private prison and immigrant detention company, CoreCivic, offices in Nashville:",No,the tweet does not contain racial hate speech against People of African Descent as it does not reference race or any derogatory comments about Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a protest without negative implications toward any racial group,Non-hate
How close I am to quitting my job and becoming a prostitute,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a personal decision without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration or contemplation about their job situation,Non-hate
@user To teach the art of Goondaism&amp;giving shelters to illegal immigrants&amp;make UK also boil like WB in India,No,the tweet does not explicitly contain racial hate speech against People of African Descent Black people it refers to illegal immigrants and does not mention race or ethnicity,Yes,the author's motivation appears to be hateful as it uses derogatory language and suggests negative outcomes for a country without constructive intent,Non-hate
"When you find yourself in a hole, quit digging. - Will Rogers #quote",No,the tweet does not contain any racial hate speech against People of African Descent Black people because it is a general quote about making better choices and does not reference race or any specific group,No,the author's motivation for writing the tweet is not hateful or racist because the content is neutral and focuses on a common idiom without any derogatory implications,Non-hate
Immigrant youth are #HereToStay! ✊🏾,No,this tweet does not contain racial hate speech against People of African Descent Black people it is a supportive statement about immigrant youth,Yes,the author's motivation for writing the tweet is not hateful or racist it promotes inclusivity and solidarity,Non-hate
Arizona Found Simple Method That Is Sending Refugees Fleeing From Their ... via @user Not enough free handouts for you go home,No,the tweet does not specifically target People of African Descent or contain language that is explicitly racial hate speech,No,the author's motivation appears to be critical of refugees in general rather than specifically hateful or racist towards a particular racial group,Hate
"AUM INDIA FOR INDIANS, BANGLADESHIS GO HOME -THAT SHOULD BE OUR AIM TO PURSUE. ANYONE WHO INFRINGES CITIZENSHIP RULES MUST BE PUNISHED SEVERELY. THE STATE OF ASSAM HAS ENFORCED A ZERO TOLERANCE POLICY TOWARDS ILLEGAL IMMIGRANTS LEST ASSAMESE ARE REDUCED TO A MINORITY IN ASSAM.",No,this tweet does not specifically target People of African Descent and focuses on immigration issues related to Bangladeshis and citizenship rules,No,the author's motivation seems to be centered on national identity and immigration policy rather than promoting hate or racism towards a specific racial group,Hate
What You Need to Know About US Immigrant Family Separation Policies and Practices,No,the tweet does not contain any racial hate speech against People of African Descent as it discusses immigration policies and practices without targeting any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to focus on informing about policies rather than expressing hate or discrimination,Non-hate
@user I KNOW THIS! IT TRAVELED A YARD!!!!!!!!!!! #football #BuildTHATWall #KimKardasian,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a football topic and includes a reference to a wall and a celebrity,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on sports and pop culture without targeting any racial group,Hate
"The woman who accused Nelly of rape is refusing to testify, and wants the whole matter dropped…",No,the tweet does not contain any racial hate speech against People of African Descent it discusses a legal situation involving an individual without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to report on a news event without expressing prejudice,Non-hate
Sweden’s U-Turn: How Liberals’ refugee policy turned public AGAINST migrants -,No,the tweet does not specifically target or express hatred towards People of African Descent or Black people,No,the author's motivation appears to be focused on political commentary rather than expressing hate or racism,Non-hate
"Sweden: refugee complains about the free apartment ""not up my standards"" - Free Speech Time - @user",No,this tweet does not contain racial hate speech against Black people as it does not mention race or ethnicity in a derogatory way,No,the author's motivation appears to be critical of the refugee's complaint rather than expressing hatred or racism,Hate
"Says the bitch wit a HAT, WEAVE, & a FULL FACE, in her ICON.... lol fucc outta here you SEWER RAT, GUTTER SLUT, TRO…",No,the tweet does not specifically target People of African Descent and does not contain explicit racial language,No,the author's motivation appears to be derogatory but not specifically hateful or racist towards a racial group,Hate
@user you are a hysterical woman,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it targets gender rather than race,Hate
Judge says Trump team '100 percent' responsible for finding deported immigrant parents,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it discusses a legal matter involving immigrant parents without referencing race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a judicial statement rather than expressing animosity or prejudice,Non-hate
Want to join our neighbor @user and roll up your sleeves on local immigrant inclusion work? Attend the second annual All for All Summit on Sept 13th. Visit for event details and read more about Betty's work in #PGH here:,No,this tweet does not contain any racial hate speech against People of African Descent as it discusses immigrant inclusion work without any derogatory language or racial targeting,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it promotes community engagement and inclusion rather than discrimination or hate,Non-hate
Trump pick to lead UN migrant group has ‘˜pushed fear of Sharia law',No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a political appointment and its implications without targeting a specific racial group,Non-hate
I think it's fair to say that my cock and attitude have let me breeze through quite an amazing life,No,this tweet does not contain any references to race or ethnicity and does not target People of African Descent,No,the author's motivation appears to be self-reflective and does not indicate any hateful or racist intent,Non-hate
"If you're a whore when you're drunk, you're always a whore #WhoresAtHeart #WomenSuck",No,this tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be directed towards women in general rather than expressing hate or racism towards a specific racial group,Hate
#LiberalMedia #LiberalBias #LiberalPropaganda #TrumpShowing a tombstone of #DonaldTrump is “Art” in the mind of...,No,the tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be criticism of media and political figures rather than expressing hate or racism,Non-hate
Whichever one is gonna end up on my bedroom floor,No,the tweet does not contain any references to race or specific groups of people,No,the author's motivation for writing the tweet is not hateful or racist as it does not express any discriminatory sentiment,Non-hate
Sweden: Four migrants rape disabled woman vaginally and anally ‘˜This is becoming normal everyday life!’ #SWRM #Sweden #GangRape #ReligionofSex via @user,Yes,the tweet contains racial hate speech against People of African Descent Black people as it generalizes negative actions to a group of migrants implying a racial or ethnic connection,Yes,the author's motivation for writing the tweet is hateful or racist as it expresses outrage in a way that targets a specific group reinforcing negative stereotypes,Hate
"There is a big reason you are lonely and it’s because you are such a fricken whore that no man can trust or respect you, so stop bitchin’",No,this tweet does not contain racial hate speech against People of African Descent it targets an individual based on their behavior rather than their race,No,the author's motivation appears to be expressing frustration rather than promoting hate or racism,Hate
@user @user @user @user @user @user @user @user @user  Say it ain't so ....noooo not an immigrant,No,this tweet does not contain racial hate speech against People of African Descent Black people because it does not mention race or ethnicity or express hatred towards a specific racial group,No,the author's motivation for writing the tweet is not hateful or racist because it appears to express surprise or disappointment about an immigrant without any derogatory or discriminatory language,Non-hate
"@user Oh dear, because you don't agree with him you describe him as hysterical? BTW 44m didn't vote Leave.",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a political disagreement without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a political argument rather than targeting any racial group,Non-hate
A publication marketed towards girls just painted one as a hysterical Puritan girl crying 'witch' instead of a woman within her legal right,No,the tweet does not contain any racial hate speech against Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it critiques a portrayal without targeting any racial group,Non-hate
Nicola learn your lesson that its the very non Scots and migrants who stopped Independence can we have our dropped kerb legislation first,No,the tweet does not explicitly target or express hatred towards People of African Descent it discusses Scots and migrants in a political context without racial implications,No,the author's motivation appears to be political rather than hateful or racist it focuses on legislation and independence issues,Non-hate
That's nothing new 🙄,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist as the context is unclear and does not indicate any specific target or sentiment,Non-hate
@user @user Although if you slag Muslims off ..you're probably get a knock at the door,No,this tweet does not contain racial hate speech against People of African Descent Black people as it refers to Muslims not Black individuals,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it comments on a general societal issue rather than targeting a specific racial group,Non-hate
"'They say music can alter moods and talk to you, well can it load a gun up for you and cock it too?' - Sing For The Moment",No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses music and its effects without referencing race or making derogatory comments about any group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to reflect on the influence of music rather than promoting any form of hate,Non-hate
"What did this mother think, that she was bringing her child to a birthday party. The U.S. has immigration laws and she, not anyone else broke immigration laws.",No,the tweet does not contain racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist because it appears to focus on immigration laws rather than targeting a specific racial group,Non-hate
still places on our Bengali (Sylheti) class! it's London's 2nd language! know anyone interested @user @user @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist,Non-hate
"Instead of getting offended and yelling 'not all men' when women say men are trash, maybe take a second to ponder why women think this way?",No,this tweet does not contain racial hate speech against People of African Descent Black people because it discusses gender issues rather than race,No,the author's motivation for writing the tweet is not hateful or racist because it aims to encourage reflection on societal attitudes towards women,Non-hate
19 September 2016: “We commit to a more equitable sharing of the burden and responsibility for hosting and supporting the world’s refugees.” - UN DeclarationUS ever since: Proceeds to furiously cut funding and admission for refugees....,No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses refugee policies without targeting any racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses frustration with policy decisions rather than promoting hate,Hate
@user She is a fucking slut wtf cunt she deserves to fall in that river dumb hoe that shit is fucked cunt,No,the tweet does not specifically mention or target People of African Descent,No,the author's motivation appears to be anger and frustration rather than racial hatred,Hate
Why do people make snowmen instead of snowwomen? It's too hard to hollow out the head,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to be a lighthearted comment about snowmen and gender representation,Hate
"migration from the Islamic world, seeded with terrorist cells, is the greatest threat to Europe from Middle East. But would not a U.S. war w-Iran increase rather than diminish that threat”?Another neocon nightmare; Bolton a discredited failure.#V4",No,", the tweet does not specifically target People of African Descent or express hate towards them",No,", the author's motivation appears to be focused on geopolitical issues rather than racial animus",Hate
"Mi casa, su casa my house is a #HOE house!!",No,this tweet does not contain any explicit racial hate speech against Black people,No,the author's motivation does not appear to be hateful or racist as the content is neutral and lacks any derogatory references,Non-hate
"""IT'S TIME TO PACK YOUR BAGS!"" Italy's new interior minister, Matteo Salvini, warns Muslim illegal migrants posing as refugees 'the free ride is over' as he promises mass deportations via @user    Italy acts,Europe still snoozing...",No,the tweet does not contain racial hate speech against People of African Descent as it primarily addresses Muslim illegal migrants and does not specifically target Black people or their race,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on immigration policy rather than promoting hate against a specific racial group,Hate
Man taylor tweeted this cause i aint stay in the kitchen w her why she cooked dinner lmfao,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a personal situation with,no,racial context No the author's motivation for writing the tweet does not appear to be hateful or racist it seems to reflect a humorous take on a domestic scenario,Non-hate
"These are not “refugees” but aggressive male migrants who are often violent.  No business in EU.Europe needs a “backbone” to send illegals back. The UN, EU and Amnesty can pontificate about so-called “human rights” but they must be defied and illegal migrants must be sent back.",No,", the tweet does not specifically target People of African Descent and instead refers to migrants in general without racial specificity",No,", the author's motivation appears to be focused on immigration policy rather than expressing hatred or racism towards a particular racial group",Hate
These hoes do to much and these niggas bitch made LF,Yes,the tweet contains derogatory language that targets Black individuals using a racial slur,Yes,the author's motivation appears to be hateful as the language used is demeaning and perpetuates negative stereotypes,Hate
@user Are you homophobic?,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it addresses a different issue related to homophobia,Non-hate
Hatin on me doesn't say shit about me but speaks volumes about you...,No,this tweet does not contain any racial hate speech against Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a general statement about criticism rather than targeting a specific group,Non-hate
Redhead girls are hot! But Ginger girls are USUALY fugly,No,the tweet does not contain racial hate speech against People of African Descent Black people are not mentioned or targeted in the tweet,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express an opinion about hair color rather than race,Hate
"@user @user @user @user Sir..the American deplorables will happily and gratefully be willing to donate time and money to build the wall. Ever thought of opening up a ""Go Fund Me"" to raise the money? We WILL raise the money for",No,the tweet does not contain any racial hate speech against People of African Descent Black people because it does not reference race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet is not hateful or racist because it focuses on a political issue and does not express animosity towards any racial group,Hate
