Tweet,Hate Speech Detected,Explanation (Hate Speech),Motivation of the Author,Explanation (Motivation),Original Label
U.N. agency for Palestinian refugees to reduce jobs after U.S. cuts #UnitedNations #WestBank #UnitedStates...,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it discusses a political issue without targeting any racial group,Non-hate
"Why end DACA? This is why! The respect right there uncalled for. Send them back, deport asap! #illegalimmigration #wetbacks#AmericaFirst #BuildThatWall #BorderPatrol",Yes,the term wetbacks is a derogatory slur aimed at people of Mexican descent and its use can perpetuate racial hate speech,Yes,the call to send them back and deport suggests a motivation rooted in hatred and racism towards immigrants,Hate
"In 17 days, DACA will hopefully be fully reinstated and remain what it originally was; a great program for immigrant youths",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be supportive of immigrant youths and does not indicate hate or racism,Non-hate
Pro Tip- Put all your bitches on a period tracker app so you know when to avoid they ass,No,this tweet does not specifically target or express hatred towards People of African Descent it uses derogatory language but does not indicate a racial context,No,the author's motivation appears to be more about making a crude joke rather than expressing hatred or racism,Hate
The Unfairness of Mass Immigration Into the West: Why Are Only the White Countries Absorbing Immigrants?,Yes,the tweet implies a racial hierarchy by suggesting that only white countries should not absorb immigrants which can be interpreted as a racist sentiment,No,the author's motivation appears to be focused on immigration policy rather than expressing hatred towards a specific racial group,Non-hate
"Syrian refugees board buses at Lebanon border, begin their journey back home",No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is neutral and informative,Non-hate
Guilty: Man did rape woman on Darlington riverbank,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not mention race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it reports a crime without any derogatory language or intent,Non-hate
"TRUMP: Pentagon Will Build Wall: Thank you President Trump! We Want the Wall in San Diego, CA! @user #BuildTheWall #BuildThatWall #KatesWall #katesteinle #mollietibbits",No,the tweet does not contain any racial hate speech against People of African Descent it focuses on a political issue related to immigration and border security,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses support for a political figure and a policy without targeting any racial group,Hate
When she says 'we can fuck but you have to wear a condom',No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses a sexual encounter without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on a personal interaction rather than promoting hate,Hate
Shooter opens fire on Border Patrol agent in San Ysidro via @user reason why @user we need this Wall #buildThatWall @user @user @user,No,the tweet does not contain racial hate speech against Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a political issue regarding border security without targeting any racial group,Hate
De Facto Travel Restrictions Now Exist For Americans,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet discusses travel restrictions without reference to race,Non-hate
"@user Diversity means chasing DOWN every White person.  EnoughIn 2018: it's time to let diversityâ„¢ be someone else's strength.Remigration 2018:  Easy come, easy GO!!",Yes,the tweet expresses hostility towards White people which can be interpreted as a form of hate speech against them,No,the author's motivation appears to be a critique of diversity rather than a direct expression of racial hatred,Non-hate
"Migrant deluxe,3 star accommodation,u young people to get nothing but pain Migrant young, free accommodation ,turnstile immigration policy",No,this tweet does not explicitly target People of African Descent or contain language that is racially charged in a way that constitutes hate speech,No,the author's motivation appears to be a critique of immigration policy rather than an expression of hate or racism,Non-hate
@user @user @user knows her audience & how nave & ignorant they are; that they will believe anything regardless how ridiculous. These politicians have NO RESPECT for their constituency.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #Wal,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people it discusses politicians and their audience without targeting a specific racial group,No,the author's motivation appears to be critical of politicians rather than hateful or racist as it focuses on political issues and public perception,Hate
"The #BJP will not support men's rights. What are *YOU* doing about it. See the blog, watch men of action!",No,the tweet does not contain racial hate speech against People of African Descent Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on men's rights without targeting any specific racial group,Non-hate
"@user Russia &amp; Canada give 1 to 1 1/2 yrs &amp; they pack you up &amp; send you back to where you came from.  Canada doesn't talk abt it in media, but ppl who were teaching refugees, said they were unable to adapt &amp; learn English &amp; were",No,the tweet does not contain explicit racial hate speech against Black people it discusses immigration and adaptation issues without targeting a specific racial group,No,the author's motivation appears to be focused on immigration policy and media coverage rather than expressing hate or racism,Non-hate
When you constantly have dick on the brain,No,This tweet does not contain any racial hate speech against People of African Descent as it does not reference race or ethnicity in any way,No,The author's motivation for writing the tweet is not hateful or racist as it appears to be a comment on a personal or sexual topic rather than an attack on a specific group,Non-hate
Italian Interior Minister @user has closed all Italian ports to more than 600 migrants who were rescued by the #Aquarius. This violates international humanitarian laws!,No,", the tweet does not contain any language that specifically targets or expresses hatred towards Black people or people of African descent",No,", the author's motivation appears to be focused on humanitarian concerns rather than expressing hate or racism",Non-hate
@user @user They still makn dak out be a homewreakn whore and jamie a cheatn cunt sad sad ppl unlike the…,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people it focuses on personal insults and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be directed at individuals rather than a racial group,Hate
"The influx of migrants into the West is tied to the 2015.75, turning point of the Economic Confidence Model. The periphery collapses first, the centre of the Empire is the last to go.  This is why the US economy and market remains strong compared to the world. Capital moving in.",No,The tweet does not contain any language that targets or demeans People of African Descent,No,The author's motivation appears to be analytical regarding economic issues rather than hateful or racist,Non-hate
"@user The aftermath of mass, illegal immigration into Spain.",No,this tweet does not specifically target or express hatred towards People of African Descent it discusses immigration in a general context without racial implications,No,the author's motivation appears to be focused on immigration policy rather than promoting hate or racism,Non-hate
SINCE YOU'VE COMPLETELY PROVEN YOU'RE A COMPLETE BITCH THEN YOU'RE JUST A COMPLETE BITCH FOREVER AND IF YOU ARE ALL WOMEN ARE BITCHES,No,the tweet does not specifically target People of African Descent or any racial group,No,the author's motivation appears to be directed at an individual rather than expressing a broader hateful or racist ideology,Hate
Another perpetrator from the Middle East. Where are the Coptic Christians who where the real victims over there. Political Islamist's are very dangerous. They are not refugees they are fleeing the scene of the crime and the far Left welcome them here in Britain with open arms.,No,the tweet does not contain racial hate speech against Black people as it discusses Middle Eastern individuals and Coptic Christians rather than People of African Descent,No,the author's motivation appears to be critical of political Islam and immigration policies rather than explicitly hateful or racist towards any racial group,Hate
"@user Watch the trailer you stupid cunt, you’ll love it",No,the tweet does not contain racial hate speech against People of African Descent Black people it is directed at an individual and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a reaction to a specific comment rather than a general statement against a group,Non-hate
Who is behind the Antifa Socialists?  Organized Labor Unions.  Immigrant Rights Groups.  Artists.  .....and more than likely a man named George Soros.  #AntifaTerrorists,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the motivation appears to be political critique rather than racial hatred,Non-hate
Are you ready to meet your next ride? Stop by Hall Chrysler Dodge Jeep Ram Virginia Beach today!,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet is not hateful or racist as it appears to be a promotional message for a car dealership,Non-hate
"Wow, #Baltimore, how far you have fallen.  #disgusting.",No,the tweet does not contain any specific reference to race or people of African descent,No,the author's motivation is not explicitly hateful or racist as the statement is vague and could refer to various issues in the city,Non-hate
#Spain: Violence as 800 migrants storm Ceuta fence,No,the tweet does not specifically target or express hatred towards People of African Descent it discusses a situation involving migrants in general,No,the author's motivation appears to be reporting on an event rather than expressing hate or racism,Non-hate
Why on earth would Syrian refugees have any trust in Russia?https://t.co/VDn66UkoJe,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet discusses refugees and their trust in a country without reference to race,Non-hate
I hate girls that thing they are super hot when they're ugly as fuck! #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent as it targets women in general rather than a specific racial group,No,the author's motivation appears to be expressing frustration towards a particular behavior rather than being hateful or racist towards a specific race or ethnicity,Hate
@user 😭😭😭 you ain't shit,No,the tweet does not explicitly contain racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the context is unclear and lacks specific targeting,Non-hate
Mexico Will Create Border Force to Thwart Illegal #Immigration from Central America #Trump #MAGA #RedNationRising,No,this tweet does not contain racial hate speech against People of African Descent as it focuses on immigration from Central America and does not mention race or ethnicity,Yes,the author's motivation does not appear to be hateful or racist as the tweet discusses border policy without targeting any specific racial group,Non-hate
lmao @user doesn't like the truth but he left a comment from someone who quoted me. what a stupid cunt!,No,the tweet does not contain racial hate speech against People of African Descent Black people it is directed at an individual and does not reference race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a reaction to a specific comment rather than a broader statement against a group,Non-hate
Catholic Bishops Conference of the #Philippines official has backed @user move to ban the sending of Filipino #migrant workers to #Kuwait @user,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist it discusses a specific policy issue without any racial context,Non-hate
Anytime someone snapchat calls me I assume it was an accident... Cause as a human being you should know that's not what phones are for,No,this tweet does not contain any language or references that target People of African Descent or any racial group,No,the author's motivation appears to be a general statement about communication preferences rather than a hateful or racist intent,Non-hate
"Dinesh D'Souza: Death of a Nation (Interview) via @user     What an amazing interview, from one of the most likable and well versed intelligent....immigrant who entered our “Wonderful Country”, in the RIGHT WAY....YES!!!👍🎥🎥and his must see Movie.",No,", the tweet does not contain any explicit racial hate speech against Black people as it does not reference race or promote hatred towards any racial group",No,", the author's motivation appears to be supportive and positive regarding the interview and the immigrant experience without any indication of hate or racism",Non-hate
To whoever keeps coming at @user sideways: I will find you & I WILL whoop that ass. Stop talking shit behind anon pussy. Jacee is one of the nicest girls Ive ever met and youre clearly a straight ass cunt. So get your own life to worry bout and stfu before I gotta make you,No,the tweet does not contain racial hate speech against People of African Descent Black people it is directed at an individual without racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a response to personal conflict rather than a broader statement of hate,Non-hate
@user @user @user @user @user @user @user @user @user Republican voters will not forgive you for not building the wall. #BuildThatWall #MAGA2020,No,this tweet does not contain racial hate speech against People of African Descent Black people it discusses a political issue related to immigration and a specific policy,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems focused on political grievances rather than targeting a racial group,Hate
Afghanistan: The State of Aid and Poverty in 2018: A new look at aid effectiveness in Afghanistan,No,the tweet does not mention or target People of African Descent in any way,No,the author's motivation cannot be determined as hateful or racist since the content is neutral and focuses on aid and poverty,Non-hate
“Rape a pregnant bitch and tell my friends I had a threesome” is the smartest lyric I’ve heard in a while,No,this tweet does not contain racial hate speech against People of African Descent Black people it refers to a violent and misogynistic act rather than targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express admiration for a lyric without indicating racial bias,Hate
I hate it when people say they're never gonna talk to me again... And then they do...,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet expresses a personal frustration without targeting any specific race or group,Non-hate
"Complex not really as thousands havent eaten while new Tory ministers want too cut immigration they want bring sterolization for you ,rapists released early you say your not interfering while victims suffer because of him everyday the truth is you have lost touch the nations sick",No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be frustration with political issues rather than expressing hate or racism,Hate
"@user What say you, Sir?#StopTheInvasion",No,this tweet does not contain any explicit racial hate speech against Black people it appears to reference a broader political issue without targeting a specific racial group,No,the author's motivation does not seem hateful or racist as the content is vague and lacks clear derogatory intent towards any race,Hate
"Why do illegals proudly wave the flag of another country, but consider it ""punishment"" to be sent back there?Let's face it -- without a job or welfare, many illegals would self-deport. #NoAmnesty #EndDACA #EndChainMigration #EndVisaLottery #MandatoryEverity",No,"this tweet does not specifically target People of African Descent and focuses on immigration issues rather than race,",No,the author's motivation appears to be focused on immigration policy rather than expressing hate or racism towards a specific racial group,Hate
"Agree 100% !  #SneakyKevinYoder tries to pull a fast one on us!  #SkilledTradeEducationNeededNow #NoIllegals #StopImmigration while our country gets our own act together first. No more secret sneaky back alley passing of bills, da*n it! @user @user",No,the tweet does not contain explicit racial hate speech against Black people it focuses on immigration and political issues without targeting a specific racial group,No,the author's motivation appears to be driven by political frustration rather than hate or racism,Hate
A judge says reuniting immigrant families is the U.S. government’s sole burden,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation does not appear to be hateful or racist as the tweet discusses a legal opinion regarding immigrant families without any racial context,Non-hate
"@user GOD BLESS ICE, THANK YOU FOR GETTING ILLEGAL ALIENS OUT OF OUR SOVEREIGN COUNTRY AND OFF OUR STREETS. #NoSanctuaryStates #NoSanctuaryCities #NoDACA #NoAmnesty #NoCommunists #NoSocialism #AmericaFirst #AmericansAreDreamersToo #MAGA #KAG",No,the tweet does not specifically target people of African descent or contain racial hate speech against them,No,the author's motivation appears to be focused on immigration issues rather than racial hatred,Hate
"81,652 are still disappeared &amp; unaccounted for in Assad prisons, even after names of thousands tortured &amp; killed given this week. No return of refugees &amp; no reconstruction until they are free. Hundreds still being arrested despite fake 'reconciliation' agreements #FreeTheRest",No,this tweet does not contain racial hate speech against People of African Descent Black people as it focuses on the situation in Assad prisons and does not mention any race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it advocates for the freedom of individuals regardless of their background,Non-hate
Afghan refugee Waheed Adrian who moved to #UK to be Cambridge doctor gets peace prize,No,this tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation appears to be neutral as it highlights an individual's achievement without any negative connotation or bias,Non-hate
@user What great you will achieve by building Ram Mandir. Crook,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be critical of a specific action rather than expressing hate or racism,Non-hate
@user Get these criminals off the roads and off the streets! #BackTheBlue #BuildThatWall,No,this tweet does not specifically target People of African Descent and uses general terms that could apply to any group,No,the motivation appears to be focused on law enforcement and public safety rather than racial hatred,Hate
what a f**king political muppet.,No,the tweet does not specifically target People of African Descent or contain racial hate speech,No,the author's motivation appears to be expressing frustration or disdain rather than a focus on race or hate,Non-hate
Utrecht's cycling lessons for migrants: 'Riding a bike makes me feel more Dutch',No,this tweet does not contain racial hate speech against People of African Descent as it discusses cycling lessons for migrants without any derogatory language or racial targeting,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems to promote integration and positive feelings associated with cultural identity,Non-hate
@user There is no hope there is no glory and uk  does not rule the waves we feel betrayed by the news about Immigration why Theresa,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,the author's motivation appears to be frustration with immigration policies rather than expressing hate or racism,Non-hate
People love it when you tell them about themselves.... Just because the truth hurts like a bitch doesn't mean you have to act like one,No,this tweet does not contain any racial hate speech against People of African Descent Black people it addresses a general audience and does not target any specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to reflect on truth and self-awareness rather than targeting a specific race,Non-hate
"DÃ©tention administrative des #migrants, un entretien avec Christin Achermann et Laura Rezzonico @user",No,the tweet does not mention or imply anything specific about People of African Descent,No,the author's motivation appears to be neutral and focused on discussing migration issues,Non-hate
"The protesters banged in droves on the glass for the entire time I was in North Korea, Mao's grandson Mao Xinyu appeared at a meeting in Beijing on Friday. There is no review requirement under the Constitution to #BuildThatWall as a national defense issue - #BuildTheWall",No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses political issues and events without targeting any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to focus on political commentary rather than race,Hate
"@user Maybe you guys haven’t heard of India? Google plz, world rape capital",No,this tweet does not contain racial hate speech against People of African Descent Black people it references a country and a social issue rather than targeting a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a critique of a country rather than an attack on a race,Non-hate
Teaching a woman to drive is like teaching a rock to swim. #WomenSuck,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets women in general rather than a specific racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses a negative stereotype about women but does not indicate racial prejudice,Hate
"Great to see these refugees getting this opportunity! The computer classes at our community center are immensely popular, and we love to hear about the younger generation improving their tech skills.",No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist it expresses support for refugees and community improvement,Non-hate
German immigrants launch #MeTwo campaign against racism,No,the tweet does not contain racial hate speech against People of African Descent as it discusses a campaign against racism rather than promoting hate,Yes,the author's motivation for writing the tweet does not appear to be hateful or racist as it advocates for addressing racism and promoting awareness,Non-hate
"yall females be complaining about rape and sexual harrassment, bitch men get sexually harrassed too 😤",No,the tweet does not contain racial hate speech against People of African Descent Black people it discusses sexual harassment rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration about a gender issue,Hate
What a hoe and a bitch nigga 😂😂,Yes,the use of the term nigga is a racial slur directed at Black people and is considered hate speech,Yes,the derogatory terms hoe and bitch indicate a hateful and disrespectful motivation towards the subject of the tweet,Hate
"#Israel continues to refuse to allow Syrian #refugees across the border, including those who face persecution from the regime if they return home.",No,this tweet does not contain any racial hate speech against People of African Descent as it discusses Syrian refugees and their situation without targeting any racial group,No,the author's motivation does not appear to be hateful or racist as the tweet focuses on humanitarian issues regarding refugees and persecution,Non-hate
God doesn't hate gays he's just mad they found a loop hole in dealing with women,No,the tweet does not contain racial hate speech against People of African Descent Black people it addresses issues related to sexual orientation and gender rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express a personal opinion about gender and sexuality without targeting any racial group,Hate
@user Fuck up you pussy ass scammer,No,this tweet does not contain any racial hate speech against People of African Descent as it does not mention race or ethnicity in any form,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it seems directed at an individual's actions rather than a specific racial group,Non-hate
"It is more then sad, it is anti-American, twitter is censoring the good guys because paid off by the bad guys like Soros, jsut like the #FakeNews media @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already",No,the tweet does not explicitly contain racial hate speech against People of African Descent Black people it focuses on political issues and specific individuals rather than race,No,the author's motivation appears to be political critique rather than hateful or racist intent,Hate
thatfatesbitch early 2017: echoes sucks fates is better thatfatesbitch end 2017: 90% of women have a rape kink so you can't say it's bad,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses opinions on women and consent without reference to race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to reflect a controversial opinion on a topic unrelated to race,Hate
My dicks name is Curiosity... Cause it kills the kat,No,this tweet does not contain any racial hate speech against People of African Descent Black people it is a humorous statement about a personal nickname,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be intended for humor and not directed at any racial group,Hate
No one gives less fucks than a grown man using a selfie stick in public,No,this tweet does not contain any racial hate speech against People of African Descent Black people it discusses a behavior without reference to race or ethnicity,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to express frustration with a specific action rather than targeting a group based on race,Non-hate
Boston brothers who said Trump inspired them to beat homeless man for being an ‘illegal immigrant’ plead guilty,No,the tweet discusses a legal case involving individuals and does not contain any explicit racial hate speech against Black people,No,the author's motivation appears to be reporting on a legal matter rather than expressing hate or racism,Non-hate
Let me be crude for a minute. Davis women ultimately like dick and hard.,No,this tweet does not contain racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on a crude generalization about women rather than targeting a specific racial group,Hate
@user @user @user Shut the fuck up you reatrd NO ONE SAID SHIT about you being a jew or even hinted at it. Typical rightwing racist scumbag always the BIGGEST PUSSY in the room. GO suck some russian cock,No,the tweet does not contain explicit racial hate speech against People of African Descent Black people it targets individuals with different insults and does not reference race,Yes,the author's motivation appears to be hateful as they use derogatory language and insults indicating animosity towards the recipients,Non-hate
"If there's something I definitely don't give a fuck about, it's definitely anything",No,the tweet does not contain any racial hate speech against People of African Descent Black people it is neutral in content and does not target any racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses indifference without any specific reference to race or discrimination,Non-hate
Good Morning Patriots xx Let everything we do be done with them in mind.#WalkAwayFromDemocrats #BuildThatWall #MAGA #ChooseLife #VoteDemsOut #REDWAVE2018 #Midterms #VoteRED #TinyLivesAtStake,No,the tweet does not contain any explicit racial hate speech against People of African Descent Black people it focuses on political themes and slogans without targeting any racial group directly,No,the author's motivation appears to be political rather than hateful or racist as they are promoting a specific political agenda without derogatory language,Hate
@user BIG BEATIFUL WALL!#BuildTheWall #BuildThatWall,No,The tweet does not contain any explicit racial hate speech against People of African Descent Black people,No,The author's motivation appears to be focused on a political statement rather than expressing hate or racism,Hate
@user Your orange colored scumpig cunt whore god will soon go into history as the worst potus. His brainwas…,No,the tweet does not specifically target People of African Descent or contain racial hate speech against them,No,the author's motivation appears to be a general criticism of a political figure rather than being specifically hateful or racist,Non-hate
"RT if you've ever been fucked over by a girl. Actually it's not a matter of 'if', but 'when' #WomenSuck",No,this tweet does not contain racial hate speech against People of African Descent Black people it targets women in general rather than a specific racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist it expresses frustration towards women but does not indicate racial animosity,Hate
"Selena has BEEN acting like she'ss the victim all these years, shut the fuck up",No,the tweet does not contain any references to race or ethnicity and does not target Black people specifically,No,the author's motivation appears to be frustration with Selena's behavior rather than any racial animus,Hate
Let's keep America welcoming! #wewelcomerefugees RCUSA Heartened by 4th U.S. Circuit Court of Appeals Ruling,No,the tweet does not contain any racial hate speech against People of African Descent Black people as it focuses on welcoming refugees and does not mention race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist as it promotes inclusivity and support for refugees,Non-hate
.Knifeman is arrested after injuring seven people in central Paris via @user @user @user #BuildThatWall #SorosRefugees #SorosMoney,No,the tweet does not contain explicit racial hate speech against People of African Descent it references a violent incident without targeting any specific racial group,No,the author's motivation does not appear to be hateful or racist as the tweet focuses on an event and includes hashtags that may relate to political issues rather than race,Hate
#SecureOurBorder #SexTrafficking #WomensIssues #Slavery #PoliceSo you think #ICE (Immigrations and Customs Enforcement) is evil?  One of the things they are...,No,the tweet does not contain explicit racial hate speech against Black people as it does not mention race or ethnicity in a derogatory manner,No,the author's motivation appears to focus on immigration and law enforcement issues rather than expressing hate or racism,Non-hate
"“You have sex, youre a whore. You dont have sex, youre a stuck up prude.Youre a bitch if youre serious, but youre a joke if you never care”",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or ethnicity in any way,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it focuses on sexual behavior rather than targeting any racial group,Non-hate
@user Man: (harasses and stalks woman for months on end) Woman: WHY THE FUCK WONT U LEAVE ME ALONE Man: haha crazy bitch,No,the tweet does not contain racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is not hateful or racist it describes a situation of harassment without racial context,Hate
Ladies don't act like you care about shark week. Make me sandwiches while I watch it! #KnowYourPlace #WomenSuck,No,the tweet does not contain racial hate speech against People of African Descent Black people it targets women instead of a racial group,No,the author's motivation for writing the tweet is not hateful or racist it expresses a general disdain for women rather than a specific racial animosity,Hate
"New refugees and smart educated people who will do what Immigrants did to begin with under FDR ; build the industrial superpower of the world and then a little wake up poke from the Japanese,and we have never looked back. These people bring hope, create jobs for us and pay taxes.",No,this tweet does not contain any racial hate speech against People of African Descent Black people as it does not reference race or promote hatred against any racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it expresses a positive view on refugees and immigrants contributing to society,Non-hate
I will always love you & Ken though @user I really admire you & feel like a mother tiger with you! I could of jumped through the TV when that skank slapped your face! That upset me! A lot!!!,No,this tweet does not contain racial hate speech against People of African Descent Black people it expresses admiration and concern for an individual without any racial context,No,the author's motivation for writing the tweet does not appear to be hateful or racist it conveys support and emotional reaction to a situation,Hate
Syrian Refugees destroy hotel BIBLE'S &amp; property. They are not Coptic Christian refugees. Can I guess that they are Muslim refugees? The prime victims in the Mid East are Coptic Christians who been unable to travel with violent Muslims to the West.,No,"the tweet does not contain racial hate speech against People of African Descent Black people it discusses Syrian refugees and Coptic Christians rather than targeting Black individuals,",Yes,the author's motivation for writing the tweet appears to be hateful or racist as it promotes negative stereotypes about Muslims and suggests a violent conflict between religious groups,Hate
@user you fucking suck a giant donkey cock. Get your shit together. No excuse for sudden 3am outages you fucks!,No,"the tweet does not contain any racial hate speech against People of African Descent Black people it is directed at an individual and expresses frustration rather than targeting a racial group,",No,the author's motivation for writing the tweet does not appear to be hateful or racist it reflects anger towards a situation rather than a specific racial animosity,Non-hate
"Roses are red, my balls are blue, here's my cock, you know what to do",No,the tweet does not contain any references to race or discrimination against Black people,No,the author's motivation does not appear to be hateful or racist as the content is more focused on humor and innuendo,Hate
"Wash DC judge ordered Trump to reinstate DACA but by August 23, a federal judge in Texas will hear case trying to shut down DACA entirely &amp; it isn’t ? whether judge, known as an immigration hawk, will rule in favor of killing DACA, but when he’ll do it.",No,the tweet does not contain racial hate speech against People of African Descent Black people as it discusses immigration policy and judicial decisions without any reference to race or ethnicity,No,the author's motivation for writing the tweet is not hateful or racist as it focuses on legal matters related to DACA without expressing animosity towards any racial group,Hate
Dueling protests in German town after teen allegedly murdered by refugee,No,the tweet does not contain racial hate speech against People of African Descent Black people since it does not make any derogatory statements about a racial group,No,the author's motivation for writing the tweet does not appear to be hateful or racist as it reports on an event without expressing an opinion or bias,Hate
Tonight is the Victoria's Secret fashion show.. Let the female tweets begin about how they wish their bodies were as good! #WomenSuck,No,this tweet does not contain racial hate speech against People of African Descent Black people it focuses on women and body image issues rather than race,No,the author's motivation for writing the tweet does not appear to be hateful or racist it seems to be a commentary on societal expectations of women's bodies without targeting any specific racial group,Hate
"@user Ann, ever think you might be a bit hysterical yourself. You lost your ability to reason long ago. Not sure when you had the heartectomy. One thing for sure. You don't belong in the human race. Damn.",No,the tweet does not specifically target or express hatred towards People of African Descent it appears to be a personal attack on an individual rather than a racial statement,No,the author's motivation seems to stem from a personal disagreement rather than a broader hateful or racist agenda,Hate
Everyone wants to put women who make false accusations of rape in prison for life but don't even fight to put ACTUAL rapists in jail,No,this tweet does not contain racial hate speech against People of African Descent as it does not mention race or target a specific racial group,No,the author's motivation does not appear to be hateful or racist as the tweet discusses a broader issue of justice without targeting any specific race or group,Non-hate
"Keep letting #IslamicMigrants off the boats and into your countries. #SendThemBack. The #NWO wants the destruction of Europe That's been their purpose all along. First, take away your #Soverignty then they take away your security. Keep voting in those #NWO #SocialistPoliticians.",No,the tweet does not specifically target People of African Descent and instead focuses on migrants in general,No,the author's motivation appears to be political rather than explicitly hateful or racist towards a specific racial group,Hate
"HUGE mistake, anyone living there should immediately move out of the state, endangering children like this should never happen, girls, females will be attacked and raped due to it, so dumb @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike",No,the tweet does not explicitly target People of African Descent or use racial slurs or stereotypes,No,the author's motivation appears to be focused on a political stance rather than racial hatred,Hate
How to kidnap me,No,the tweet does not contain any racial hate speech against People of African Descent Black people,No,the author's motivation for writing the tweet is unclear and does not indicate hate or racism,Non-hate
Retweeted DRUDGE REPORT (@DRUDGE_REPORT): British actress becomes fifth woman to accuse of rape......,No,the tweet does not contain any racial hate speech against People of African Descent Black people it discusses an accusation against a British actress without any racial context or targeting,Yes,the author's motivation for writing the tweet is not hateful or racist as it appears to be sharing news rather than expressing personal views on race,Non-hate
They keep attacking us because we're not allowed 2 stop them. We let them take over regions here & bring sharia to some of our cities. Mosque's were unheard of & we never had to bow to Muslims before 9/11. That's what I'll #NeverForgetKick them the hell out & #BUILDTHATWALL,Yes,the tweet expresses hostility towards Muslims and implies a desire to exclude them which can be interpreted as racial hate speech against people associated with Islam,Yes,the author's motivation appears to be fueled by fear and animosity towards a specific group which suggests a hateful or racist intent,Hate
